lottery,strategy_id,window_segment,top_k,metric_family,sample_size_draws,sample_size_rows,m1_hits,m2_hits,m3_hits,m3plus_draw_successes,m1_rate,m2_rate,m3_rate,m3plus_hit_rate,baseline_mode,baseline_value,delta,delta_pp,inferential_status,readiness_status,eligibility_status,exclusion_reason,source_artifact
BIG_LOTTO,biglotto_echo_aware_3bet,full_available,3,main_number_hit_count,1500,4500,2539,722,98,97,0.56422222,0.16044444,0.02177778,0.06466667,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,biglotto_triple_strike,recent_100,2,main_number_hit_count,100,100,56,16,5,5,0.56000000,0.16000000,0.05000000,0.05000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,biglotto_triple_strike,recent_150,2,main_number_hit_count,150,150,86,23,6,6,0.57333333,0.15333333,0.04000000,0.04000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,biglotto_triple_strike,recent_500,2,main_number_hit_count,500,500,273,68,12,12,0.54600000,0.13600000,0.02400000,0.02400000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,biglotto_triple_strike,recent_1500,2,main_number_hit_count,1500,1500,838,206,36,36,0.55866667,0.13733333,0.02400000,0.02400000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,biglotto_triple_strike,full_available,2,main_number_hit_count,1550,1570,882,219,39,38,0.56178344,0.13949045,0.02484076,0.02451613,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,biglotto_ts3_markov_4bet_w30,recent_100,4,main_number_hit_count,100,400,224,58,8,8,0.56000000,0.14500000,0.02000000,0.08000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,biglotto_ts3_markov_4bet_w30,recent_150,4,main_number_hit_count,150,600,350,87,12,12,0.58333333,0.14500000,0.02000000,0.08000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,biglotto_ts3_markov_4bet_w30,recent_500,4,main_number_hit_count,500,2000,1141,296,45,45,0.57050000,0.14800000,0.02250000,0.09000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,biglotto_ts3_markov_4bet_w30,recent_1500,4,main_number_hit_count,1500,6000,3384,874,130,130,0.56400000,0.14566667,0.02166667,0.08666667,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,biglotto_ts3_markov_4bet_w30,full_available,4,main_number_hit_count,1500,6000,3384,874,130,130,0.56400000,0.14566667,0.02166667,0.08666667,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,cold_complement_biglotto,recent_100,1,main_number_hit_count,100,100,55,13,2,2,0.55000000,0.13000000,0.02000000,0.02000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,cold_complement_biglotto,recent_150,1,main_number_hit_count,150,150,90,20,2,2,0.60000000,0.13333333,0.01333333,0.01333333,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,cold_complement_biglotto,recent_500,1,main_number_hit_count,500,500,295,85,11,11,0.59000000,0.17000000,0.02200000,0.02200000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,cold_complement_biglotto,recent_1500,1,main_number_hit_count,1500,1500,856,224,22,22,0.57066667,0.14933333,0.01466667,0.01466667,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,cold_complement_biglotto,full_available,1,main_number_hit_count,1500,1500,856,224,22,22,0.57066667,0.14933333,0.01466667,0.01466667,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,coldpool15_biglotto,recent_100,1,main_number_hit_count,100,100,55,13,2,2,0.55000000,0.13000000,0.02000000,0.02000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,coldpool15_biglotto,recent_150,1,main_number_hit_count,150,150,90,20,2,2,0.60000000,0.13333333,0.01333333,0.01333333,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,coldpool15_biglotto,recent_500,1,main_number_hit_count,500,500,295,85,11,11,0.59000000,0.17000000,0.02200000,0.02200000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,coldpool15_biglotto,recent_1500,1,main_number_hit_count,1500,1500,856,224,22,22,0.57066667,0.14933333,0.01466667,0.01466667,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,coldpool15_biglotto,full_available,1,main_number_hit_count,1500,1500,856,224,22,22,0.57066667,0.14933333,0.01466667,0.01466667,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,fourier30_markov30_biglotto,recent_100,1,main_number_hit_count,100,100,59,12,2,2,0.59000000,0.12000000,0.02000000,0.02000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,fourier30_markov30_biglotto,recent_150,1,main_number_hit_count,150,150,89,19,2,2,0.59333333,0.12666667,0.01333333,0.01333333,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,fourier30_markov30_biglotto,recent_500,1,main_number_hit_count,500,500,295,63,7,7,0.59000000,0.12600000,0.01400000,0.01400000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,fourier30_markov30_biglotto,recent_1500,1,main_number_hit_count,1500,1500,848,210,21,21,0.56533333,0.14000000,0.01400000,0.01400000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,fourier30_markov30_biglotto,full_available,1,main_number_hit_count,1500,1500,848,210,21,21,0.56533333,0.14000000,0.01400000,0.01400000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,markov_2bet_biglotto,recent_100,1,main_number_hit_count,100,100,54,12,0,0,0.54000000,0.12000000,0.00000000,0.00000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,markov_2bet_biglotto,recent_150,1,main_number_hit_count,150,150,83,18,2,2,0.55333333,0.12000000,0.01333333,0.01333333,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,markov_2bet_biglotto,recent_500,1,main_number_hit_count,500,500,272,67,7,7,0.54400000,0.13400000,0.01400000,0.01400000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,markov_2bet_biglotto,recent_1500,1,main_number_hit_count,1500,1500,850,216,23,23,0.56666667,0.14400000,0.01533333,0.01533333,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,markov_2bet_biglotto,full_available,1,main_number_hit_count,1500,1500,850,216,23,23,0.56666667,0.14400000,0.01533333,0.01533333,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,markov_single_biglotto,recent_100,1,main_number_hit_count,100,100,54,12,0,0,0.54000000,0.12000000,0.00000000,0.00000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,markov_single_biglotto,recent_150,1,main_number_hit_count,150,150,83,18,2,2,0.55333333,0.12000000,0.01333333,0.01333333,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,markov_single_biglotto,recent_500,1,main_number_hit_count,500,500,272,67,7,7,0.54400000,0.13400000,0.01400000,0.01400000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,markov_single_biglotto,recent_1500,1,main_number_hit_count,1500,1500,850,216,23,23,0.56666667,0.14400000,0.01533333,0.01533333,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,markov_single_biglotto,full_available,1,main_number_hit_count,1500,1500,850,216,23,23,0.56666667,0.14400000,0.01533333,0.01533333,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,ts3_regime_3bet,recent_100,1,main_number_hit_count,100,100,56,16,5,5,0.56000000,0.16000000,0.05000000,0.05000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,ts3_regime_3bet,recent_150,1,main_number_hit_count,150,150,86,23,6,6,0.57333333,0.15333333,0.04000000,0.04000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,ts3_regime_3bet,recent_500,1,main_number_hit_count,500,500,273,68,12,12,0.54600000,0.13600000,0.02400000,0.02400000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,ts3_regime_3bet,recent_1500,1,main_number_hit_count,1500,1500,838,206,36,36,0.55866667,0.13733333,0.02400000,0.02400000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
BIG_LOTTO,ts3_regime_3bet,full_available,1,main_number_hit_count,1500,1500,838,206,36,36,0.55866667,0.13733333,0.02400000,0.02400000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,539_3bet_orthogonal,recent_100,1,main_number_hit_count,100,100,48,13,0,0,0.48000000,0.13000000,0.00000000,0.00000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,539_3bet_orthogonal,recent_150,1,main_number_hit_count,150,150,77,24,0,0,0.51333333,0.16000000,0.00000000,0.00000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,539_3bet_orthogonal,recent_500,1,main_number_hit_count,500,500,250,63,5,5,0.50000000,0.12600000,0.01000000,0.01000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,539_3bet_orthogonal,recent_1500,1,main_number_hit_count,1500,1500,813,179,16,16,0.54200000,0.11933333,0.01066667,0.01066667,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,539_3bet_orthogonal,full_available,1,main_number_hit_count,1500,1500,813,179,16,16,0.54200000,0.11933333,0.01066667,0.01066667,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,acb_1bet,recent_100,1,main_number_hit_count,100,100,48,13,0,0,0.48000000,0.13000000,0.00000000,0.00000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,acb_1bet,recent_150,1,main_number_hit_count,150,150,77,24,0,0,0.51333333,0.16000000,0.00000000,0.00000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,acb_1bet,recent_500,1,main_number_hit_count,500,500,250,63,5,5,0.50000000,0.12600000,0.01000000,0.01000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,acb_1bet,recent_1500,1,main_number_hit_count,1500,1500,813,179,16,16,0.54200000,0.11933333,0.01066667,0.01066667,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,acb_1bet,full_available,1,main_number_hit_count,1500,1500,813,179,16,16,0.54200000,0.11933333,0.01066667,0.01066667,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,acb_markov_midfreq,recent_100,1,main_number_hit_count,100,100,49,5,0,0,0.49000000,0.05000000,0.00000000,0.00000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,acb_markov_midfreq,recent_150,1,main_number_hit_count,150,150,73,8,0,0,0.48666667,0.05333333,0.00000000,0.00000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
