draw_index,draw_date,lottery_type,window,entropy,cross_entropy_ratio,cross_sync_index,entropy_gradient,collapse_flag
110000060,2021-07-29T00:00:00,POWER_LOTTO,30,0.9799611739257552,1.0152079538292427,0.1437908496732026,0.0003415993962563313,0
110000060,2021-07-29T00:00:00,POWER_LOTTO,150,0.9955918955912736,1.0026742230007841,0.05263157894736842,-0.0002876694644937672,0
110000060,2021-07-29T00:00:00,POWER_LOTTO,500,0.9985143645202703,1.0005775094298466,0.21323529411764708,-1.5428659318028615e-05,0
110000183,2021-08-02T00:00:00,DAILY_539,30,0.9680631054109865,0.998908704376205,0.1437908496732026,0.004549507445123502,0
110000183,2021-08-02T00:00:00,DAILY_539,150,0.9919298251562487,0.9976030799098341,0.1111111111111111,-0.0003620296764595965,0
110000183,2021-08-02T00:00:00,DAILY_539,500,0.9968069714399063,0.9980888756311337,0.1513157894736842,-0.0001471528558907309,0
110000061,2021-08-02T00:00:00,POWER_LOTTO,30,0.9800942391731001,1.0176399261425904,0.1437908496732026,0.0001330652473449101,0
110000061,2021-08-02T00:00:00,POWER_LOTTO,150,0.9954148234229796,1.0028654972023086,0.05555555555555555,-0.0001770721682939902,0
110000061,2021-08-02T00:00:00,POWER_LOTTO,500,0.998523521090211,1.0006675850661004,0.21323529411764708,9.156569940715897e-06,0
110000186,2021-08-05T00:00:00,DAILY_539,30,0.9744385065670929,1.0061087921907044,0.1437908496732026,0.006375401156106353,0
110000186,2021-08-05T00:00:00,DAILY_539,150,0.9915841115847989,0.9972582830288883,0.11455108359133127,-0.00034571357144985715,0
110000186,2021-08-05T00:00:00,DAILY_539,500,0.9967995501151715,0.9980564295664577,0.08823529411764706,-7.421324734746548e-06,0
110000062,2021-08-05T00:00:00,POWER_LOTTO,30,0.9792575352362843,1.013606120174677,0.11455108359133127,-0.0008367039368157858,0
110000062,2021-08-05T00:00:00,POWER_LOTTO,150,0.9955796396205859,1.0032924859262595,0.11455108359133127,0.00016481619760633226,0
110000062,2021-08-05T00:00:00,POWER_LOTTO,500,0.9985554767014975,1.0006942508523888,0.17647058823529413,3.195561128643831e-05,0
110000189,2021-08-09T00:00:00,DAILY_539,30,0.9754638577244192,1.0082558257284073,0.17647058823529413,0.0010253511573263818,0
110000189,2021-08-09T00:00:00,DAILY_539,150,0.9917260927753121,0.9976011283455992,0.1513157894736842,0.00014198119051322955,0
110000189,2021-08-09T00:00:00,DAILY_539,500,0.9969197173344396,0.9981630121486381,0.11455108359133127,0.00012016721926810803,0
110000063,2021-08-09T00:00:00,POWER_LOTTO,30,0.9780695959777783,1.0123124086788584,0.11455108359133127,-0.0011879392585060211,0
110000063,2021-08-09T00:00:00,POWER_LOTTO,150,0.9954733219485145,1.0032614171067344,0.125,-0.00010631767207147647,0
110000063,2021-08-09T00:00:00,POWER_LOTTO,500,0.9985706933711547,1.0006430962223363,0.17647058823529413,1.5216669657203141e-05,0
110000192,2021-08-12T00:00:00,DAILY_539,30,0.9684701182654764,1.0052986182130883,0.2222222222222222,-0.0069937394589428825,0
110000192,2021-08-12T00:00:00,DAILY_539,150,0.991530720982763,0.9973400053074719,0.1513157894736842,-0.00019537179254913717,0
110000192,2021-08-12T00:00:00,DAILY_539,500,0.9968402902082494,0.9980729059923662,0.11455108359133127,-7.942712619024572e-05,0
110000064,2021-08-12T00:00:00,POWER_LOTTO,30,0.9765156163664617,1.0179005383749864,0.1111111111111111,-0.001553979611316647,0
110000064,2021-08-12T00:00:00,POWER_LOTTO,150,0.9956420931445635,1.003550537311757,0.125,0.00016877119604907787,0
110000064,2021-08-12T00:00:00,POWER_LOTTO,500,0.9985999785705021,1.0007163334191391,0.17647058823529413,2.9285199347417468e-05,0
110000195,2021-08-16T00:00:00,DAILY_539,30,0.9669436767650507,1.003506432229719,0.2222222222222222,-0.0015264415004256904,0
110000195,2021-08-16T00:00:00,DAILY_539,150,0.9917974798059109,0.9977245641387434,0.18055555555555555,0.0002667588231479723,0
110000195,2021-08-16T00:00:00,DAILY_539,500,0.9968816421655541,0.99810309178372,0.08187134502923976,4.135195730470276e-05,0
110000065,2021-08-16T00:00:00,POWER_LOTTO,30,0.9756824012635814,1.0171881120507236,0.08187134502923976,-0.0008332151028802581,0
110000065,2021-08-16T00:00:00,POWER_LOTTO,150,0.9958035064572904,1.0037771256062298,0.1513157894736842,0.00016141331272689907,0
110000065,2021-08-16T00:00:00,POWER_LOTTO,500,0.9986240575395903,1.0007205457540354,0.1437908496732026,2.4078969088181523e-05,0
110000198,2021-08-19T00:00:00,DAILY_539,30,0.9702634297207879,1.0086958986813328,0.1437908496732026,0.0033197529557372762,0
110000198,2021-08-19T00:00:00,DAILY_539,150,0.991423273870061,0.9975137857857443,0.1513157894736842,-0.0003742059358499139,0
110000198,2021-08-19T00:00:00,DAILY_539,500,0.996800792826642,0.9980383168989488,0.08187134502923976,-8.084933891205903e-05,0
110000066,2021-08-19T00:00:00,POWER_LOTTO,30,0.9741085657783518,1.0147214876705768,0.1437908496732026,-0.0015738354852296021,0
110000066,2021-08-19T00:00:00,POWER_LOTTO,150,0.9957531371238959,1.0040573172686276,0.125,-5.036933339452876e-05,0
110000066,2021-08-19T00:00:00,POWER_LOTTO,500,0.9986124628320351,1.000759884863162,0.1437908496732026,-1.1594707555184769e-05,0
110000201,2021-08-23T00:00:00,DAILY_539,30,0.9636565060649841,1.0051681047513363,0.08187134502923976,-0.0066069236558038424,0
110000201,2021-08-23T00:00:00,DAILY_539,150,0.9912539100747788,0.9971617012500786,0.08823529411764706,-0.0001693637952822069,0
110000201,2021-08-23T00:00:00,DAILY_539,500,0.9968318058955358,0.9980430463636627,0.1111111111111111,3.101306889374822e-05,0
110000067,2021-08-23T00:00:00,POWER_LOTTO,30,0.9716468236553523,1.017743824697049,0.11455108359133127,-0.002461742122999544,0
110000067,2021-08-23T00:00:00,POWER_LOTTO,150,0.9959673562982218,1.0042841649741456,0.08823529411764706,0.00021421917432584703,0
110000067,2021-08-23T00:00:00,POWER_LOTTO,500,0.9986407823023125,1.0007604967740111,0.1437908496732026,2.8319470277371472e-05,0
110000204,2021-08-26T00:00:00,DAILY_539,30,0.9685027005211477,1.0080238003567195,0.08187134502923976,0.004846194456163633,0
110000204,2021-08-26T00:00:00,DAILY_539,150,0.9909914741563149,0.9967801515497731,0.08187134502923976,-0.0002624359184638658,0
110000204,2021-08-26T00:00:00,DAILY_539,500,0.996731425420082,0.9979625330913764,0.1437908496732026,-0.00010038047545379847,0
110000068,2021-08-26T00:00:00,POWER_LOTTO,30,0.9726648907295772,1.0145533744683943,0.18055555555555555,0.0010180670742249154,0
110000068,2021-08-26T00:00:00,POWER_LOTTO,150,0.9963654076253627,1.004901384667348,0.05555555555555555,0.00039805132714099134,0
110000068,2021-08-26T00:00:00,POWER_LOTTO,500,0.998630082219884,1.0008148104433943,0.17647058823529413,-1.070008242842757e-05,0
110000207,2021-08-30T00:00:00,DAILY_539,30,0.975862850511619,1.0147445866887481,0.11455108359133127,0.007360149990471299,0
110000207,2021-08-30T00:00:00,DAILY_539,150,0.9911674796746941,0.9968903366985,0.1437908496732026,0.00017600551837915202,0
110000207,2021-08-30T00:00:00,DAILY_539,500,0.9969126477113825,0.998165054865947,0.1437908496732026,0.00018122229130057566,0
110000069,2021-08-30T00:00:00,POWER_LOTTO,30,0.974320004738153,1.0123282204030182,0.19298245614035087,0.0016551140085757643,0
110000069,2021-08-30T00:00:00,POWER_LOTTO,150,0.996297492631673,1.0046417609494713,0.08823529411764706,-6.791499368974385e-05,0
110000069,2021-08-30T00:00:00,POWER_LOTTO,500,0.9986338990860741,1.0007508224922554,0.17647058823529413,3.816866190109458e-06,0
110000210,2021-09-02T00:00:00,DAILY_539,30,0.9827393420108246,1.0192133572225504,0.21323529411764708,0.00687649149920555,0
110000210,2021-09-02T00:00:00,DAILY_539,150,0.9912826415074835,0.997030848655701,0.1437908496732026,0.00011516183278936776,0
110000210,2021-09-02T00:00:00,DAILY_539,500,0.9970272725158079,0.9982720597485423,0.1111111111111111,0.00011462480442536727,0
110000070,2021-09-02T00:00:00,POWER_LOTTO,30,0.9764343378431157,1.0093741900760917,0.25,0.0021143331049627845,0
110000070,2021-09-02T00:00:00,POWER_LOTTO,150,0.996258023934271,1.0045485799242602,0.11455108359133127,-3.9468697402011976e-05,0
110000070,2021-09-02T00:00:00,POWER_LOTTO,500,0.9986373475334891,1.0006907443092001,0.1437908496732026,3.4484474149554245e-06,0
110000213,2021-09-06T00:00:00,DAILY_539,30,0.9690884565683131,1.0041562922407474,0.2222222222222222,-0.013650885442511473,0
110000213,2021-09-06T00:00:00,DAILY_539,150,0.9912885252379794,0.9968388482221415,0.1437908496732026,5.883730495925832e-06,0
110000213,2021-09-06T00:00:00,DAILY_539,500,0.9969117965372606,0.9981762462096998,0.1111111111111111,-0.00011547597854733027,0
110000071,2021-09-06T00:00:00,POWER_LOTTO,30,0.9756107586656695,1.0143422381919163,0.2222222222222222,-0.0008235791774462431,0
110000071,2021-09-06T00:00:00,POWER_LOTTO,150,0.9964366729827374,1.0046162564425525,0.08823529411764706,0.00017864904846642826,0
110000071,2021-09-06T00:00:00,POWER_LOTTO,500,0.9985989902307583,1.0007108471492705,0.1437908496732026,-3.835730273082927e-05,0
110000216,2021-09-09T00:00:00,DAILY_539,30,0.9657519676193688,1.0004326719370722,0.2222222222222222,-0.0033364889489443383,0
110000216,2021-09-09T00:00:00,DAILY_539,150,0.9912399142972287,0.996955341370562,0.18055555555555555,-4.8610940750704046e-05,0
110000216,2021-09-09T00:00:00,DAILY_539,500,0.9969716271142164,0.9982554574550365,0.1111111111111111,5.983057695579941e-05,0
110000072,2021-09-09T00:00:00,POWER_LOTTO,30,0.9739067627439847,1.0131597138970654,0.2222222222222222,-0.0017039959216847977,0
110000072,2021-09-09T00:00:00,POWER_LOTTO,150,0.996238139137157,1.0045072368457162,0.125,-0.00019853384558043974,0
110000072,2021-09-09T00:00:00,POWER_LOTTO,500,0.9985365550896187,1.00060634728122,0.1437908496732026,-6.243514113957183e-05,0
110000219,2021-09-13T00:00:00,DAILY_539,30,0.9684331852209187,1.0022344724948142,0.11455108359133127,0.0026812176015499345,0
110000219,2021-09-13T00:00:00,DAILY_539,150,0.9906132520681225,0.9963661344631238,0.1437908496732026,-0.000626662229106234,0
110000219,2021-09-13T00:00:00,DAILY_539,500,0.9969512626928844,0.9982171846357752,0.17647058823529413,-2.0364421332019766e-05,0
110000073,2021-09-13T00:00:00,POWER_LOTTO,30,0.9791148340635051,1.0189207586891447,0.1437908496732026,0.005208071319520391,0
110000073,2021-09-13T00:00:00,POWER_LOTTO,150,0.9962715338217727,1.0049168381199582,0.08823529411764706,3.3394684615717374e-05,0
110000073,2021-09-13T00:00:00,POWER_LOTTO,500,0.9985647265943639,1.0006409713849473,0.17647058823529413,2.817150474521135e-05,0
110000222,2021-09-16T00:00:00,DAILY_539,30,0.9640791569616779,0.9961450478106878,0.11455108359133127,-0.004354028259240805,0
110000222,2021-09-16T00:00:00,DAILY_539,150,0.9902515320378138,0.9960365933741407,0.19298245614035087,-0.0003617200303086543,0
110000222,2021-09-16T00:00:00,DAILY_539,500,0.9970143956887405,0.9982618058308537,0.1437908496732026,6.313299585614107e-05,0
110000074,2021-09-16T00:00:00,POWER_LOTTO,30,0.9802236408305673,1.021345272592855,0.1437908496732026,0.0011088067670622648,0
110000074,2021-09-16T00:00:00,POWER_LOTTO,150,0.996214610162612,1.0050486056748975,0.16666666666666666,-5.6923659160657e-05,0
110000074,2021-09-16T00:00:00,POWER_LOTTO,500,0.9985849379621955,1.0006210550132983,0.1111111111111111,2.021136783159072e-05,0
110000225,2021-09-20T00:00:00,DAILY_539,30,0.9677327381932725,0.9984144059105284,0.05555555555555555,0.003653581231594649,0
110000225,2021-09-20T00:00:00,DAILY_539,150,0.9906487935948776,0.9963085819394466,0.16666666666666666,0.0003972615570637661,0
110000225,2021-09-20T00:00:00,DAILY_539,500,0.9971208260401476,0.9983958492027871,0.1437908496732026,0.00010643035140711632,0
110000075,2021-09-20T00:00:00,POWER_LOTTO,30,0.9770374826514209,1.0128758310435706,0.08823529411764706,-0.00318615817914647,0
110000075,2021-09-20T00:00:00,POWER_LOTTO,150,0.9961583228838005,1.0046329270902086,0.16666666666666666,-5.628727881157314e-05,0
110000075,2021-09-20T00:00:00,POWER_LOTTO,500,0.9985506361514764,1.0005436960153589,0.1111111111111111,-3.43018107190618e-05,0
110000228,2021-09-23T00:00:00,DAILY_539,30,0.9649872601592673,0.9965162679276423,0.1513157894736842,-0.0027454780340052665,0
110000228,2021-09-23T00:00:00,DAILY_539,150,0.9906312682361635,0.9962914940093816,0.1513157894736842,-1.7525358714021166e-05,0
110000228,2021-09-23T00:00:00,DAILY_539,500,0.9971450957861886,0.9984720466623056,0.1437908496732026,2.426974604097243e-05,0
110000076,2021-09-23T00:00:00,POWER_LOTTO,30,0.976279736450106,1.0140905787976064,0.1513157894736842,-0.0007577462013148573,0
110000076,2021-09-23T00:00:00,POWER_LOTTO,150,0.9959523771702933,1.0043303496511584,0.125,-0.00020594571350718294,0
110000076,2021-09-23T00:00:00,POWER_LOTTO,500,0.9984438432854646,1.000423035447332,0.1111111111111111,-0.0001067928660117845,0
110000231,2021-09-27T00:00:00,DAILY_539,30,0.9678024617137617,0.9944709423899672,0.08187134502923976,0.0028152015544944398,0
110000231,2021-09-27T00:00:00,DAILY_539,150,0.9915233324238031,0.9970710394338043,0.1513157894736842,0.0008920641876395408,0
110000231,2021-09-27T00:00:00,DAILY_539,500,0.9973339811233056,0.9986596039593957,0.1437908496732026,0.00018888533711702848,0
110000077,2021-09-27T00:00:00,POWER_LOTTO,30,0.9781167976191358,1.0104240142114205,0.05555555555555555,0.0018370611690298189,0
110000077,2021-09-27T00:00:00,POWER_LOTTO,150,0.9959043287146414,1.0036874247599763,0.125,-4.8048455651872324e-05,0
110000077,2021-09-27T00:00:00,POWER_LOTTO,500,0.9984637016400761,1.0003566388332772,0.1111111111111111,1.9858354611490547e-05,0
110000234,2021-09-30T00:00:00,DAILY_539,30,0.9591969191916997,0.9834372808400788,0.11455108359133127,-0.008605542522062026,0
110000234,2021-09-30T00:00:00,DAILY_539,150,0.9924231568049027,0.9979982449800501,0.19298245614035087,0.0008998243810995898,0
110000234,2021-09-30T00:00:00,DAILY_539,500,0.9974720206291728,0.9987683955191089,0.1437908496732026,0.0001380395058672157,0
110000078,2021-09-30T00:00:00,POWER_LOTTO,30,0.9795205861641417,1.0148478909620096,0.11455108359133127,0.0014037885450058907,0
110000078,2021-09-30T00:00:00,POWER_LOTTO,150,0.9957504561205722,1.0030222876427761,0.19298245614035087,-0.00015387259406918208,0
110000078,2021-09-30T00:00:00,POWER_LOTTO,500,0.9984872678817361,1.000293394740602,0.1437908496732026,2.356624166000021e-05,0
110000237,2021-10-04T00:00:00,DAILY_539,30,0.9581954343641272,0.9828071790111642,0.1111111111111111,-0.001001484827572452,0
110000237,2021-10-04T00:00:00,DAILY_539,150,0.9917599076741966,0.9972542713236295,0.16666666666666666,-0.000663249130706034,0
110000237,2021-10-04T00:00:00,DAILY_539,500,0.997419199234427,0.9987196384654701,0.1437908496732026,-5.282139474582781e-05,0
110000079,2021-10-04T00:00:00,POWER_LOTTO,30,0.9783725334094046,1.0139950325006921,0.08187134502923976,-0.0011480527547371722,0
110000079,2021-10-04T00:00:00,POWER_LOTTO,150,0.9957522905926117,1.003282611509622,0.2222222222222222,1.8344720394969372e-06,0
110000079,2021-10-04T00:00:00,POWER_LOTTO,500,0.9984993909133576,1.0003422235958859,0.1111111111111111,1.2123031621458225e-05,0
110000240,2021-10-07T00:00:00,DAILY_539,30,0.968440997067949,0.9929676577255504,0.17647058823529413,0.010245562703821709,0
110000240,2021-10-07T00:00:00,DAILY_539,150,0.9921105252526703,0.9977375808557251,0.16666666666666666,0.0003506175784736554,0
110000240,2021-10-07T00:00:00,DAILY_539,500,0.9975969947162514,0.9988954314269339,0.1437908496732026,0.0001777954818243943,0
110000080,2021-10-07T00:00:00,POWER_LOTTO,30,0.9801481719290016,1.0110394192763752,0.11455108359133127,0.0017756385195970559,0
110000080,2021-10-07T00:00:00,POWER_LOTTO,150,0.995719974789018,1.003188249839643,0.19298245614035087,-3.231580359375208e-05,0
110000080,2021-10-07T00:00:00,POWER_LOTTO,500,0.9984922599730179,1.0002401848346385,0.1437908496732026,-7.130940339661329e-06,0
110000243,2021-10-11T00:00:00,DAILY_539,30,0.9750568448699295,0.997574098273364,0.08187134502923976,0.0066158478019805456,0
110000243,2021-10-11T00:00:00,DAILY_539,150,0.9928494069799755,0.9983075388071221,0.1513157894736842,0.0007388817273051851,0
110000243,2021-10-11T00:00:00,DAILY_539,500,0.9976304290749736,0.9989644092669587,0.21323529411764708,3.343435872216194e-05,0
110000081,2021-10-11T00:00:00,POWER_LOTTO,30,0.9802265456414575,1.005522331436668,0.08187134502923976,7.837371245589253e-05,0
110000081,2021-10-11T00:00:00,POWER_LOTTO,150,0.9957283819085823,1.002653582493542,0.18055555555555555,8.407119564290966e-06,0
110000081,2021-10-11T00:00:00,POWER_LOTTO,500,0.9984384170019898,1.000178083798425,0.21323529411764708,-5.3842971028172926e-05,0
110000246,2021-10-14T00:00:00,DAILY_539,30,0.978832928929035,1.0001374635565907,0.1111111111111111,0.0037760840591054556,0
110000246,2021-10-14T00:00:00,DAILY_539,150,0.9932492426525978,0.9986803117206525,0.19298245614035087,0.00039983567262236175,0
110000246,2021-10-14T00:00:00,DAILY_539,500,0.9975943775446529,0.9989177602492914,0.1437908496732026,-3.6051530320713177e-05,0
110000082,2021-10-14T00:00:00,POWER_LOTTO,30,0.9811491131842607,1.0036917268163101,0.1111111111111111,0.0009225675428031765,0
110000082,2021-10-14T00:00:00,POWER_LOTTO,150,0.9957744428576689,1.002491987240208,0.19298245614035087,4.606094908665703e-05,0
110000082,2021-10-14T00:00:00,POWER_LOTTO,500,0.9984583603603733,1.000215546916444,0.17647058823529413,1.99433583835118e-05,0
110000249,2021-10-18T00:00:00,DAILY_539,30,0.9725667556653758,0.9928373982032561,0.18055555555555555,-0.006266173263659192,0
110000249,2021-10-18T00:00:00,DAILY_539,150,0.9925424569126983,0.9981441512342013,0.2222222222222222,-0.0007067857398995736,0
110000249,2021-10-18T00:00:00,DAILY_539,500,0.9976112562091272,0.9989306589878101,0.1111111111111111,1.687866447430686e-05,0
110000083,2021-10-18T00:00:00,POWER_LOTTO,30,0.9804801353998237,1.0049749634109308,0.08187134502923976,-0.0006689777844369749,0
110000083,2021-10-18T00:00:00,POWER_LOTTO,150,0.9954088397562946,1.0024715535649018,0.2222222222222222,-0.0003656031013743455,0
110000083,2021-10-18T00:00:00,POWER_LOTTO,500,0.9984570257457049,1.0002010763112725,0.1437908496732026,-1.3346146683357318e-06,0
110000252,2021-10-21T00:00:00,DAILY_539,30,0.975499901038234,0.9972199234554757,0.1437908496732026,0.00293314537285827,0
110000252,2021-10-21T00:00:00,DAILY_539,150,0.9932859731431335,0.9987058966431998,0.1513157894736842,0.0007435162304352261,0
110000252,2021-10-21T00:00:00,DAILY_539,500,0.9977040924960979,0.9990293774979546,0.11455108359133127,9.283628697076551e-05,0
110000084,2021-10-21T00:00:00,POWER_LOTTO,30,0.9756107586656689,0.9973897644487029,0.1437908496732026,-0.004869376734154773,0
110000084,2021-10-21T00:00:00,POWER_LOTTO,150,0.9954001015352748,1.0018964085948023,0.18055555555555555,-8.73822101976618e-06,0
110000084,2021-10-21T00:00:00,POWER_LOTTO,500,0.9984424254062932,1.0001383991533166,0.11455108359133127,-1.4600339411696694e-05,0
110000255,2021-10-25T00:00:00,DAILY_539,30,0.9733197737797836,0.9934110342004397,0.08823529411764706,-0.002180127258450404,0
110000255,2021-10-25T00:00:00,DAILY_539,150,0.9938544554050851,0.9993978655918532,0.18055555555555555,0.0005684822619516083,0
110000255,2021-10-25T00:00:00,DAILY_539,500,0.9976986574383142,0.9990067320453754,0.1437908496732026,-5.435057783720332e-06,0
110000085,2021-10-25T00:00:00,POWER_LOTTO,30,0.9756107586656689,0.9969148402953788,0.11455108359133127,0.0,0
110000085,2021-10-25T00:00:00,POWER_LOTTO,150,0.9951302221983072,1.001323038176955,0.18055555555555555,-0.0002698793369676489,0
110000085,2021-10-25T00:00:00,POWER_LOTTO,500,0.9984548356206027,1.0001425404110516,0.1437908496732026,1.2410214309421796e-05,0
110000258,2021-10-28T00:00:00,DAILY_539,30,0.9774042341956224,1.0012530473484527,0.1111111111111111,0.004084460415838764,0
110000258,2021-10-28T00:00:00,DAILY_539,150,0.9941168164708962,0.9994257736732968,0.1513157894736842,0.00026236106581112306,0
110000258,2021-10-28T00:00:00,DAILY_539,500,0.997677950159314,0.998977259794445,0.1437908496732026,-2.0707279000165002e-05,0
110000086,2021-10-28T00:00:00,POWER_LOTTO,30,0.9719934738944009,0.99295838689448,0.1111111111111111,-0.0036172847712679923,0
110000086,2021-10-28T00:00:00,POWER_LOTTO,150,0.995059570897995,1.0008478591038754,0.18055555555555555,-7.065130031214117e-05,0
110000086,2021-10-28T00:00:00,POWER_LOTTO,500,0.9984808433132102,1.000183241635059,0.1437908496732026,2.600769260752145e-05,0
110000261,2021-11-01T00:00:00,DAILY_539,30,0.9831463548653145,1.0056352762411505,0.1437908496732026,0.005742120669692152,0
110000261,2021-11-01T00:00:00,DAILY_539,150,0.9939697011929532,0.9991222969016269,0.1513157894736842,-0.0001471152779429774,0
110000261,2021-11-01T00:00:00,DAILY_539,500,0.9977139396035328,0.9990225806380247,0.1437908496732026,3.5989444218786915e-05,0
110000087,2021-11-01T00:00:00,POWER_LOTTO,30,0.9735747992731623,0.9909936154075328,0.1111111111111111,0.0015813253787613224,0
110000087,2021-11-01T00:00:00,POWER_LOTTO,150,0.995173374576363,1.0009377337689764,0.18055555555555555,0.00011380367836799632,0
110000087,2021-11-01T00:00:00,POWER_LOTTO,500,0.9984924818906058,1.0001920006572316,0.1437908496732026,1.1638577395611804e-05,0
110000264,2021-11-04T00:00:00,DAILY_539,30,0.984154761809174,1.0087436396496734,0.1513157894736842,0.0010084069438595078,0
110000264,2021-11-04T00:00:00,DAILY_539,150,0.9941093814241636,0.9994176805487572,0.1513157894736842,0.00013968023121035955,0
110000264,2021-11-04T00:00:00,DAILY_539,500,0.997798737798264,0.999091209733029,0.1437908496732026,8.479819473117267e-05,0
110000088,2021-11-04T00:00:00,POWER_LOTTO,30,0.9698268274267487,0.9868116096996661,0.05263157894736842,-0.0037479718464135114,0
110000088,2021-11-04T00:00:00,POWER_LOTTO,150,0.9951170448300644,1.0009377216457023,0.18055555555555555,-5.6329746298655614e-05,0
110000088,2021-11-04T00:00:00,POWER_LOTTO,500,0.9985212205978067,1.0001764015116001,0.1437908496732026,2.8738707200881564e-05,0
110000267,2021-11-08T00:00:00,DAILY_539,30,0.975036647818579,1.0004134228428772,0.08187134502923976,-0.009118113990595034,0
110000267,2021-11-08T00:00:00,DAILY_539,150,0.9944466943189447,0.9998127456855812,0.11455108359133127,0.0003373128947811166,0
110000267,2021-11-08T00:00:00,DAILY_539,500,0.9979473454953798,0.9992078660558198,0.18055555555555555,0.00014860769711577682,0
110000089,2021-11-08T00:00:00,POWER_LOTTO,30,0.970638567262504,0.9936589093887027,0.08187134502923976,0.0008117398357552208,0
110000089,2021-11-08T00:00:00,POWER_LOTTO,150,0.995005716190866,1.0006559875759242,0.1437908496732026,-0.00011132863919838254,0
110000089,2021-11-08T00:00:00,POWER_LOTTO,500,0.9985657388058513,1.0001366699840242,0.18055555555555555,4.451820804463047e-05,0
110000270,2021-11-11T00:00:00,DAILY_539,30,0.9734987251927191,0.9988564667526287,0.05555555555555555,-0.0015379226258599443,0
110000270,2021-11-11T00:00:00,DAILY_539,150,0.9950159716072026,1.0004413425822392,0.1437908496732026,0.0005692772882578412,0
110000270,2021-11-11T00:00:00,DAILY_539,500,0.9978630504583685,0.9991162698896073,0.1437908496732026,-8.429503701123942e-05,0
110000090,2021-11-11T00:00:00,POWER_LOTTO,30,0.9704026873461483,0.9941008112969058,0.08823529411764706,-0.00023587991635565242,0
