artifact_group,artifact_role,path,source_sha256,output_row_count,output_object_count,no_db_open_write,no_adapter_calls,no_new_scoring,no_deploy,details,scope_statement
source,p378_report,artifacts/P378_biglotto_regression_run_archive_report.html,ba52bbe17d7e51fc5ac313f32bce25154e7901f841eb92c53bc56b87a240e34b,,text_lines=281,YES,YES,YES,YES,P380 source evidence read from committed P377/P378/P379 artifacts only.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. No production registry import or production release approval. Not production release approval. P380 reads only merged P377/P378/P379 regression archive artifacts and writes only P380-prefixed query artifacts.
source,p378_manifest,artifacts/P378_biglotto_regression_run_archive_manifest.csv,2631a28a87fe856bdf79f09c8ece6fd26f03034a162ff91f91149e8bc81ddb72,,csv_rows=18,YES,YES,YES,YES,P380 source evidence read from committed P377/P378/P379 artifacts only.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. No production registry import or production release approval. Not production release approval. P380 reads only merged P377/P378/P379 regression archive artifacts and writes only P380-prefixed query artifacts.
source,p379_module,recovered_strategies/biglotto/no_db_regression_archive_explorer.py,c9cb0a532dd2c820f8c12813fda723380ee6447f3710d1a383c7aa7da240696d,,text_lines=810,YES,YES,YES,YES,P380 source evidence read from committed P377/P378/P379 artifacts only.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. No production registry import or production release approval. Not production release approval. P380 reads only merged P377/P378/P379 regression archive artifacts and writes only P380-prefixed query artifacts.
source,p379_index,artifacts/P379_biglotto_regression_archive_explorer_index.json,e549f39076af8ae5dc10f602353177733017b460c44dabce652236311ebd2bf6,,json_keys=10,YES,YES,YES,YES,P380 source evidence read from committed P377/P378/P379 artifacts only.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. No production registry import or production release approval. Not production release approval. P380 reads only merged P377/P378/P379 regression archive artifacts and writes only P380-prefixed query artifacts.
source,p379_catalog,artifacts/P379_biglotto_regression_archive_explorer_catalog.csv,2c95934c5f5e08d62edbe468f4c42dc8c9713c6f89b74a9591520840a16281c3,,csv_rows=9,YES,YES,YES,YES,P380 source evidence read from committed P377/P378/P379 artifacts only.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. No production registry import or production release approval. Not production release approval. P380 reads only merged P377/P378/P379 regression archive artifacts and writes only P380-prefixed query artifacts.
source,p379_snapshot_summary,artifacts/P379_biglotto_regression_archive_explorer_snapshot_summary.json,cae4d8930d9a4f1668d5149f7c90b4c7714621e87903e902357d6d6e991b26d2,,json_keys=18,YES,YES,YES,YES,P380 source evidence read from committed P377/P378/P379 artifacts only.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. No production registry import or production release approval. Not production release approval. P380 reads only merged P377/P378/P379 regression archive artifacts and writes only P380-prefixed query artifacts.
source,p379_command_view,artifacts/P379_biglotto_regression_archive_explorer_command_view.csv,8ec4cdd1c7325f68d5c91a7a724a9c1ea0fb85bb8e9d405ff7ebdf64119acbaa,,csv_rows=6,YES,YES,YES,YES,P380 source evidence read from committed P377/P378/P379 artifacts only.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. No production registry import or production release approval. Not production release approval. P380 reads only merged P377/P378/P379 regression archive artifacts and writes only P380-prefixed query artifacts.
source,p379_freshness_view,artifacts/P379_biglotto_regression_archive_explorer_freshness_view.csv,f9413230f1c88cb07e88f5406b896782202f28af4e801492b8527ca24057769a,,csv_rows=50,YES,YES,YES,YES,P380 source evidence read from committed P377/P378/P379 artifacts only.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. No production registry import or production release approval. Not production release approval. P380 reads only merged P377/P378/P379 regression archive artifacts and writes only P380-prefixed query artifacts.
source,p379_query_snapshots,artifacts/P379_biglotto_regression_archive_explorer_query_snapshots.json,b07c1e73e6fa44193a21dbb8acdc6b26ae396f441097bb919ebfedd242faeb34,,json_keys=8,YES,YES,YES,YES,P380 source evidence read from committed P377/P378/P379 artifacts only.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. No production registry import or production release approval. Not production release approval. P380 reads only merged P377/P378/P379 regression archive artifacts and writes only P380-prefixed query artifacts.
source,p379_report,artifacts/P379_biglotto_regression_archive_explorer_report.html,dfc3a63154c001c29bf4eac39a2b8bcf02be3dcb895c384fbc73622cc4f5cbee,,text_lines=1328,YES,YES,YES,YES,P380 source evidence read from committed P377/P378/P379 artifacts only.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. No production registry import or production release approval. Not production release approval. P380 reads only merged P377/P378/P379 regression archive artifacts and writes only P380-prefixed query artifacts.
source,p379_manifest,artifacts/P379_biglotto_regression_archive_explorer_manifest.csv,a7847ec6456d27d34d245356c74099d8e5bacf7d5b2e92571e8ab9d56ab401b3,,csv_rows=21,YES,YES,YES,YES,P380 source evidence read from committed P377/P378/P379 artifacts only.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. No production registry import or production release approval. Not production release approval. P380 reads only merged P377/P378/P379 regression archive artifacts and writes only P380-prefixed query artifacts.
output,index,artifacts/P380_biglotto_regression_archive_query_index.json,bb82932043197c22facc46014fb148911916fbbe1548df1c4ed149a154d69645,,json_keys=14,YES,YES,YES,YES,P380 generated no-DB regression archive query artifact.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. No production registry import or production release approval. Not production release approval. P380 reads only merged P377/P378/P379 regression archive artifacts and writes only P380-prefixed query artifacts.
output,recipes,artifacts/P380_biglotto_regression_archive_query_recipes.json,51e259ac3329a06ddd369ff6d4cf361f4a424eda655b7de9aee8f26f4eb6ef4b,,json_keys=6,YES,YES,YES,YES,P380 generated no-DB regression archive query artifact.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. No production registry import or production release approval. Not production release approval. P380 reads only merged P377/P378/P379 regression archive artifacts and writes only P380-prefixed query artifacts.
output,command_results,artifacts/P380_biglotto_regression_archive_query_command_results.csv,93749034d862407080b0facf651303a95e92b97d71531e5c47a8613db26eabe6,7,,YES,YES,YES,YES,P380 generated no-DB regression archive query artifact.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. No production registry import or production release approval. Not production release approval. P380 reads only merged P377/P378/P379 regression archive artifacts and writes only P380-prefixed query artifacts.
output,artifact_results,artifacts/P380_biglotto_regression_archive_query_artifact_results.csv,4293e5ab631d086eb30e82fd94b3683b86662b7f9bcdd5d65b3e7e45063ebe83,25,,YES,YES,YES,YES,P380 generated no-DB regression archive query artifact.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. No production registry import or production release approval. Not production release approval. P380 reads only merged P377/P378/P379 regression archive artifacts and writes only P380-prefixed query artifacts.
output,delta_results,artifacts/P380_biglotto_regression_archive_query_delta_results.csv,26c4839377ac8267e6483a30358055aab8cefd12f0ceac8ae9f5f89080361106,57,,YES,YES,YES,YES,P380 generated no-DB regression archive query artifact.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. No production registry import or production release approval. Not production release approval. P380 reads only merged P377/P378/P379 regression archive artifacts and writes only P380-prefixed query artifacts.
output,transcripts,artifacts/P380_biglotto_regression_archive_query_transcripts.json,9217204f926a00cfab28f7c4d3085d9dea36ec0d83367c1407161709dfecf2a6,,json_keys=8,YES,YES,YES,YES,P380 generated no-DB regression archive query artifact.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. No production registry import or production release approval. Not production release approval. P380 reads only merged P377/P378/P379 regression archive artifacts and writes only P380-prefixed query artifacts.
output,guide,artifacts/P380_biglotto_regression_archive_query_guide.md,537d6d41e245140846548b50bcd9becbf64dabd98ade39b458f9a02cd4eaae10,,text_lines=67,YES,YES,YES,YES,P380 generated no-DB regression archive query artifact.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. No production registry import or production release approval. Not production release approval. P380 reads only merged P377/P378/P379 regression archive artifacts and writes only P380-prefixed query artifacts.
output,manifest,artifacts/P380_biglotto_regression_archive_query_manifest.csv,SELF_SHA256_OMITTED_RECURSIVE_ARTIFACT,36,,YES,YES,YES,YES,P380 generated no-DB regression archive query artifact.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. No production registry import or production release approval. Not production release approval. P380 reads only merged P377/P378/P379 regression archive artifacts and writes only P380-prefixed query artifacts.
statement,no_db_open_write,,,,,YES,YES,YES,YES,No DB open/write was performed by P380.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. No production registry import or production release approval. Not production release approval. P380 reads only merged P377/P378/P379 regression archive artifacts and writes only P380-prefixed query artifacts.
statement,no_adapter_calls,,,,,YES,YES,YES,YES,No adapter calls were performed by P380.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. No production registry import or production release approval. Not production release approval. P380 reads only merged P377/P378/P379 regression archive artifacts and writes only P380-prefixed query artifacts.
statement,no_new_scoring,,,,,YES,YES,YES,YES,"No new scoring, scoring cohort, shape-only scoring, blocked-target scoring, or blended leaderboard was created by P380.",Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. No production registry import or production release approval. Not production release approval. P380 reads only merged P377/P378/P379 regression archive artifacts and writes only P380-prefixed query artifacts.
statement,no_deploy,,,,,YES,YES,YES,YES,"No production registry import, deploy, or external publication was performed by P380.",Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. No production registry import or production release approval. Not production release approval. P380 reads only merged P377/P378/P379 regression archive artifacts and writes only P380-prefixed query artifacts.
