artifact_group,artifact_role,path,source_sha256,output_row_count,output_object_count,no_db_open_write,no_adapter_calls,no_new_scoring,no_deploy,details,scope_statement
output,catalog,artifacts/P379_biglotto_regression_archive_explorer_catalog.csv,2c95934c5f5e08d62edbe468f4c42dc8c9713c6f89b74a9591520840a16281c3,9,,YES,YES,YES,YES,P379 generated no-DB regression archive explorer artifact.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. Not production release approval. P379 reads only committed P378 regression archive artifacts and writes only P379-prefixed explorer artifacts.
output,snapshot_summary,artifacts/P379_biglotto_regression_archive_explorer_snapshot_summary.json,cae4d8930d9a4f1668d5149f7c90b4c7714621e87903e902357d6d6e991b26d2,,json_keys=18,YES,YES,YES,YES,P379 generated no-DB regression archive explorer artifact.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. Not production release approval. P379 reads only committed P378 regression archive artifacts and writes only P379-prefixed explorer artifacts.
output,command_view,artifacts/P379_biglotto_regression_archive_explorer_command_view.csv,8ec4cdd1c7325f68d5c91a7a724a9c1ea0fb85bb8e9d405ff7ebdf64119acbaa,6,,YES,YES,YES,YES,P379 generated no-DB regression archive explorer artifact.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. Not production release approval. P379 reads only committed P378 regression archive artifacts and writes only P379-prefixed explorer artifacts.
output,freshness_view,artifacts/P379_biglotto_regression_archive_explorer_freshness_view.csv,f9413230f1c88cb07e88f5406b896782202f28af4e801492b8527ca24057769a,50,,YES,YES,YES,YES,P379 generated no-DB regression archive explorer artifact.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. Not production release approval. P379 reads only committed P378 regression archive artifacts and writes only P379-prefixed explorer artifacts.
output,query_snapshots,artifacts/P379_biglotto_regression_archive_explorer_query_snapshots.json,b07c1e73e6fa44193a21dbb8acdc6b26ae396f441097bb919ebfedd242faeb34,,json_keys=8,YES,YES,YES,YES,P379 generated no-DB regression archive explorer artifact.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. Not production release approval. P379 reads only committed P378 regression archive artifacts and writes only P379-prefixed explorer artifacts.
output,html,artifacts/P379_biglotto_regression_archive_explorer_report.html,dfc3a63154c001c29bf4eac39a2b8bcf02be3dcb895c384fbc73622cc4f5cbee,,1,YES,YES,YES,YES,P379 generated no-DB regression archive explorer artifact.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. Not production release approval. P379 reads only committed P378 regression archive artifacts and writes only P379-prefixed explorer artifacts.
output,manifest,artifacts/P379_biglotto_regression_archive_explorer_manifest.csv,SELF_SHA256_OMITTED_RECURSIVE_ARTIFACT,21,,YES,YES,YES,YES,P379 generated no-DB regression archive explorer artifact.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. Not production release approval. P379 reads only committed P378 regression archive artifacts and writes only P379-prefixed explorer artifacts.
statement,no_db_open_write,,,,,YES,YES,YES,YES,No DB open/write was performed by P379.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. Not production release approval. P379 reads only committed P378 regression archive artifacts and writes only P379-prefixed explorer artifacts.
statement,no_adapter_calls,,,,,YES,YES,YES,YES,No adapter calls were performed by P379.,Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. Not production release approval. P379 reads only committed P378 regression archive artifacts and writes only P379-prefixed explorer artifacts.
statement,no_new_scoring,,,,,YES,YES,YES,YES,"No new scoring, scoring cohort, shape-only scoring, blocked-target scoring, or blended leaderboard was created by P379.",Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. Not production release approval. P379 reads only committed P378 regression archive artifacts and writes only P379-prefixed explorer artifacts.
statement,no_deploy,,,,,YES,YES,YES,YES,"No production registry import, deploy, or external publication was performed by P379.",Historical descriptive evidence only. No future prediction guarantee. No betting advice. No DB open/write. No adapter calls. No new scoring. No new scoring cohort. No production registry import. No deploy. No generated DB rows. No strategy status changes. No blended leaderboard. No force operations. Not production release approval. P379 reads only committed P378 regression archive artifacts and writes only P379-prefixed explorer artifacts.
