relative_path,path,size_bytes,mtime_epoch,mtime_utc
.claude/worktrees/clever-villani-2f0ef7/lottery_v2.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/clever-villani-2f0ef7/lottery_v2.db,0,1779191995,2026-05-19T11:59:55.783363+00:00
.claude/worktrees/clever-villani-2f0ef7/tools/data/lottery_v2.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/clever-villani-2f0ef7/tools/data/lottery_v2.db,28672,1779191996,2026-05-19T11:59:56.652018+00:00
.claude/worktrees/gallant-taussig-6b9a4d/data/lottery.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/gallant-taussig-6b9a4d/data/lottery.db,28672,1780304598,2026-06-01T09:03:18.794325+00:00
.claude/worktrees/gallant-taussig-6b9a4d/data/lottery_v2.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/gallant-taussig-6b9a4d/data/lottery_v2.db,217088,1780304598,2026-06-01T09:03:18.811728+00:00
.claude/worktrees/gallant-taussig-6b9a4d/lottery-api/data/lottery_v2.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/gallant-taussig-6b9a4d/lottery-api/data/lottery_v2.db,28672,1780304601,2026-06-01T09:03:21.520941+00:00
.claude/worktrees/gallant-taussig-6b9a4d/lottery.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/gallant-taussig-6b9a4d/lottery.db,0,1780304601,2026-06-01T09:03:21.521089+00:00
.claude/worktrees/gallant-taussig-6b9a4d/lottery_api/data/lottery_v2.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/gallant-taussig-6b9a4d/lottery_api/data/lottery_v2.db,44261376,1780304601,2026-06-01T09:03:21.732557+00:00
.claude/worktrees/gallant-taussig-6b9a4d/lottery_v2.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/gallant-taussig-6b9a4d/lottery_v2.db,0,1780304601,2026-06-01T09:03:21.858110+00:00
.claude/worktrees/gallant-taussig-6b9a4d/tools/data/lottery_v2.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/gallant-taussig-6b9a4d/tools/data/lottery_v2.db,28672,1780304606,2026-06-01T09:03:26.083072+00:00
.claude/worktrees/p218-external-methods-scouting/backups/p213h_lottery_v2_backup_20260605_20260605_142219.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/p218-external-methods-scouting/backups/p213h_lottery_v2_backup_20260605_20260605_142219.db,99368960,1780652685,2026-06-05T09:44:45.709357+00:00
.claude/worktrees/p218-external-methods-scouting/backups/p213l_lottery_v2_backup_20260605_20260605_151715.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/p218-external-methods-scouting/backups/p213l_lottery_v2_backup_20260605_20260605_151715.db,99368960,1780652686,2026-06-05T09:44:46.193660+00:00
.claude/worktrees/p218-external-methods-scouting/data/lottery.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/p218-external-methods-scouting/data/lottery.db,28672,1780652686,2026-06-05T09:44:46.204849+00:00
.claude/worktrees/p218-external-methods-scouting/data/lottery_v2.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/p218-external-methods-scouting/data/lottery_v2.db,217088,1780652686,2026-06-05T09:44:46.208697+00:00
.claude/worktrees/p218-external-methods-scouting/lottery-api/data/lottery_v2.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/p218-external-methods-scouting/lottery-api/data/lottery_v2.db,28672,1780652686,2026-06-05T09:44:46.780122+00:00
.claude/worktrees/p218-external-methods-scouting/lottery.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/p218-external-methods-scouting/lottery.db,0,1780652686,2026-06-05T09:44:46.780157+00:00
.claude/worktrees/p218-external-methods-scouting/lottery_v2.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/p218-external-methods-scouting/lottery_v2.db,0,1780652687,2026-06-05T09:44:47.163626+00:00
.claude/worktrees/p218-external-methods-scouting/tools/data/lottery_v2.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/p218-external-methods-scouting/tools/data/lottery_v2.db,28672,1780652689,2026-06-05T09:44:49.008887+00:00
.claude/worktrees/peaceful-burnell-898024/data/lottery.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/peaceful-burnell-898024/data/lottery.db,28672,1780297824,2026-06-01T07:10:24.938384+00:00
.claude/worktrees/peaceful-burnell-898024/data/lottery_v2.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/peaceful-burnell-898024/data/lottery_v2.db,217088,1780297824,2026-06-01T07:10:24.987004+00:00
.claude/worktrees/peaceful-burnell-898024/lottery-api/data/lottery_v2.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/peaceful-burnell-898024/lottery-api/data/lottery_v2.db,28672,1780297828,2026-06-01T07:10:28.067842+00:00
.claude/worktrees/peaceful-burnell-898024/lottery.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/peaceful-burnell-898024/lottery.db,0,1780297828,2026-06-01T07:10:28.067928+00:00
.claude/worktrees/peaceful-burnell-898024/lottery_api/data/lottery_v2.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/peaceful-burnell-898024/lottery_api/data/lottery_v2.db,44261376,1780297828,2026-06-01T07:10:28.272640+00:00
.claude/worktrees/peaceful-burnell-898024/lottery_v2.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/peaceful-burnell-898024/lottery_v2.db,0,1780297828,2026-06-01T07:10:28.432367+00:00
.claude/worktrees/peaceful-burnell-898024/tools/data/lottery_v2.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/peaceful-burnell-898024/tools/data/lottery_v2.db,28672,1780297833,2026-06-01T07:10:33.128910+00:00
.claude/worktrees/trusting-chaum-8cc8c5/data/lottery.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/trusting-chaum-8cc8c5/data/lottery.db,28672,1779932467,2026-05-28T01:41:07.349325+00:00
.claude/worktrees/trusting-chaum-8cc8c5/data/lottery_v2.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/trusting-chaum-8cc8c5/data/lottery_v2.db,217088,1779932467,2026-05-28T01:41:07.352257+00:00
.claude/worktrees/trusting-chaum-8cc8c5/lottery-api/data/lottery_v2.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/trusting-chaum-8cc8c5/lottery-api/data/lottery_v2.db,28672,1779932467,2026-05-28T01:41:07.793616+00:00
.claude/worktrees/trusting-chaum-8cc8c5/lottery.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/trusting-chaum-8cc8c5/lottery.db,0,1779932467,2026-05-28T01:41:07.793765+00:00
.claude/worktrees/trusting-chaum-8cc8c5/lottery_api/data/lottery_v2.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/trusting-chaum-8cc8c5/lottery_api/data/lottery_v2.db,44261376,1779932467,2026-05-28T01:41:07.900970+00:00
.claude/worktrees/trusting-chaum-8cc8c5/lottery_v2.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/trusting-chaum-8cc8c5/lottery_v2.db,0,1779932468,2026-05-28T01:41:08.020056+00:00
.claude/worktrees/trusting-chaum-8cc8c5/tools/data/lottery_v2.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/trusting-chaum-8cc8c5/tools/data/lottery_v2.db,28672,1779932470,2026-05-28T01:41:10.370425+00:00
.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p131_backup_20260528T140744Z.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p131_backup_20260528T140744Z.db,71782400,1779972133,2026-05-28T12:42:13.163470+00:00
.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p131_backup_20260528T140744Z.db-shm,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p131_backup_20260528T140744Z.db-shm,32768,1779977264,2026-05-28T14:07:44.153757+00:00
.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p131_backup_20260528T140744Z.db-wal,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p131_backup_20260528T140744Z.db-wal,0,1779977264,2026-05-28T14:07:44.153345+00:00
.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p132_backup_20260529T014550Z.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p132_backup_20260529T014550Z.db,71782400,1779977266,2026-05-28T14:07:46.471035+00:00
.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p132_backup_20260529T014550Z.db-shm,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p132_backup_20260529T014550Z.db-shm,32768,1780019150,2026-05-29T01:45:50.536232+00:00
.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p132_backup_20260529T014550Z.db-wal,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p132_backup_20260529T014550Z.db-wal,0,1780019150,2026-05-29T01:45:50.535886+00:00
.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p133_backup_20260529T021339Z.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p133_backup_20260529T021339Z.db,71782400,1780019154,2026-05-29T01:45:54.909310+00:00
.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p133_backup_20260529T021339Z.db-shm,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p133_backup_20260529T021339Z.db-shm,32768,1780020819,2026-05-29T02:13:39.781657+00:00
.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p133_backup_20260529T021339Z.db-wal,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p133_backup_20260529T021339Z.db-wal,0,1780020819,2026-05-29T02:13:39.781496+00:00
.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p134_backup_20260529T022924Z.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p134_backup_20260529T022924Z.db,71782400,1780020823,2026-05-29T02:13:43.986107+00:00
.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p134_backup_20260529T022924Z.db-shm,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p134_backup_20260529T022924Z.db-shm,32768,1780021764,2026-05-29T02:29:24.987262+00:00
.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p134_backup_20260529T022924Z.db-wal,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p134_backup_20260529T022924Z.db-wal,0,1780021764,2026-05-29T02:29:24.987141+00:00
.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p138b_backup_20260529T034010Z.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p138b_backup_20260529T034010Z.db,71782400,1780021769,2026-05-29T02:29:29.525213+00:00
.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p138b_backup_20260529T034010Z.db-shm,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p138b_backup_20260529T034010Z.db-shm,32768,1780026010,2026-05-29T03:40:10.222282+00:00
.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p138b_backup_20260529T034010Z.db-wal,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p138b_backup_20260529T034010Z.db-wal,0,1780026010,2026-05-29T03:40:10.222092+00:00
.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p140_backup_20260529T043650Z.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p140_backup_20260529T043650Z.db,71782400,1780026010,2026-05-29T03:40:10.244759+00:00
.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p140_backup_20260529T043650Z.db-shm,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p140_backup_20260529T043650Z.db-shm,32768,1780029410,2026-05-29T04:36:50.473292+00:00
.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p140_backup_20260529T043650Z.db-wal,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p140_backup_20260529T043650Z.db-wal,0,1780029410,2026-05-29T04:36:50.473172+00:00
.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p141_backup_20260529T063000Z.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p141_backup_20260529T063000Z.db,71782400,1780029414,2026-05-29T04:36:54.799773+00:00
.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p141_backup_20260529T063000Z.db-shm,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p141_backup_20260529T063000Z.db-shm,32768,1780036872,2026-05-29T06:41:12.827891+00:00
.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p141_backup_20260529T063000Z.db-wal,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p141_backup_20260529T063000Z.db-wal,0,1780036200,2026-05-29T06:30:00.948374+00:00
.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p141_backup_20260529T063028Z.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p141_backup_20260529T063028Z.db,71782400,1780029414,2026-05-29T04:36:54.799773+00:00
.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p141_backup_20260529T063028Z.db-shm,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p141_backup_20260529T063028Z.db-shm,32768,1780036594,2026-05-29T06:36:34.896637+00:00
.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p141_backup_20260529T063028Z.db-wal,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/backups/lottery_v2.db.p141_backup_20260529T063028Z.db-wal,0,1780036228,2026-05-29T06:30:28.576517+00:00
.claude/worktrees/zen-gates-ff6802/backups/lottery_v2_before_rsr6_cleanup_20260528T124212Z.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/backups/lottery_v2_before_rsr6_cleanup_20260528T124212Z.db,71782400,1779963589,2026-05-28T10:19:49.111993+00:00
.claude/worktrees/zen-gates-ff6802/backups/lottery_v2_before_rsr6_cleanup_20260528T124212Z.db-shm,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/backups/lottery_v2_before_rsr6_cleanup_20260528T124212Z.db-shm,32768,1779972133,2026-05-28T12:42:13.148686+00:00
.claude/worktrees/zen-gates-ff6802/backups/lottery_v2_before_rsr6_cleanup_20260528T124212Z.db-wal,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/backups/lottery_v2_before_rsr6_cleanup_20260528T124212Z.db-wal,0,1779972133,2026-05-28T12:42:13.148359+00:00
.claude/worktrees/zen-gates-ff6802/data/lottery.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/data/lottery.db,28672,1779953073,2026-05-28T07:24:33.014532+00:00
.claude/worktrees/zen-gates-ff6802/data/lottery_v2.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/data/lottery_v2.db,217088,1779953073,2026-05-28T07:24:33.015252+00:00
.claude/worktrees/zen-gates-ff6802/lottery-api/data/lottery_v2.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/lottery-api/data/lottery_v2.db,28672,1779953073,2026-05-28T07:24:33.129514+00:00
.claude/worktrees/zen-gates-ff6802/lottery.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/lottery.db,0,1779953073,2026-05-28T07:24:33.129729+00:00
.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126b_backup_20260528T083019Z.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126b_backup_20260528T083019Z.db,71782400,1779955236,2026-05-28T08:00:36.066867+00:00
.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126b_backup_20260528T083019Z.db-shm,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126b_backup_20260528T083019Z.db-shm,32768,1779957019,2026-05-28T08:30:19.688927+00:00
.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126b_backup_20260528T083019Z.db-wal,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126b_backup_20260528T083019Z.db-wal,0,1779957019,2026-05-28T08:30:19.688792+00:00
.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126c_backup_20260528T091319Z.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126c_backup_20260528T091319Z.db,71782400,1779957022,2026-05-28T08:30:22.816764+00:00
.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126c_backup_20260528T091319Z.db-shm,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126c_backup_20260528T091319Z.db-shm,32768,1779959599,2026-05-28T09:13:19.745246+00:00
.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126c_backup_20260528T091319Z.db-wal,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126c_backup_20260528T091319Z.db-wal,0,1779959599,2026-05-28T09:13:19.744887+00:00
.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126d_backup_20260528T092957Z.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126d_backup_20260528T092957Z.db,71782400,1779959603,2026-05-28T09:13:23.277899+00:00
.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126d_backup_20260528T092957Z.db-shm,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126d_backup_20260528T092957Z.db-shm,32768,1779960597,2026-05-28T09:29:57.406680+00:00
.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126d_backup_20260528T092957Z.db-wal,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126d_backup_20260528T092957Z.db-wal,0,1779960597,2026-05-28T09:29:57.406489+00:00
.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126e_backup_20260528T100249Z.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126e_backup_20260528T100249Z.db,71782400,1779960648,2026-05-28T09:30:48.121797+00:00
.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126e_backup_20260528T100249Z.db-shm,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126e_backup_20260528T100249Z.db-shm,32768,1779962569,2026-05-28T10:02:49.266650+00:00
.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126e_backup_20260528T100249Z.db-wal,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126e_backup_20260528T100249Z.db-wal,0,1779962569,2026-05-28T10:02:49.266518+00:00
.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126f_backup_20260528T101943Z.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126f_backup_20260528T101943Z.db,71782400,1779962573,2026-05-28T10:02:53.944020+00:00
.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126f_backup_20260528T101943Z.db-shm,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126f_backup_20260528T101943Z.db-shm,32768,1779963583,2026-05-28T10:19:43.686657+00:00
.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126f_backup_20260528T101943Z.db-wal,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p126f_backup_20260528T101943Z.db-wal,0,1779963583,2026-05-28T10:19:43.686156+00:00
.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p129b_backup_20260528T080035Z.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p129b_backup_20260528T080035Z.db,44261376,1779953073,2026-05-28T07:24:33.246948+00:00
.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p129b_backup_20260528T080035Z.db-shm,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p129b_backup_20260528T080035Z.db-shm,32768,1779955235,2026-05-28T08:00:35.668356+00:00
.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p129b_backup_20260528T080035Z.db-wal,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/lottery_api/data/backups/lottery_v2.db.p129b_backup_20260528T080035Z.db-wal,0,1779955235,2026-05-28T08:00:35.668183+00:00
.claude/worktrees/zen-gates-ff6802/lottery_api/data/lottery_v2.db,/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/zen-gates-ff6802/lottery_api/data/lottery_v2.db,71782400,1780304158,2026-06-01T08:55:58.217760+00:00
