lottery_type,window,combination_size,strategy_ids,sample_size_draws,sample_size_rows,rows_per_draw,ticket_budget_m,ticket_budget_ratio_vs_min,ticket_budget_ratio_vs_median,hit_at_least_1_rate,hit_at_least_2_rate,hit_at_least_3_rate,random_baseline_status,random_expected_hit_at_least_1_rate,random_expected_hit_at_least_2_rate,random_expected_hit_at_least_3_rate,descriptive_delta_vs_baseline_hit_at_least_1,descriptive_delta_vs_baseline_hit_at_least_2,descriptive_delta_vs_baseline_hit_at_least_3,equal_budget_status,equal_budget_method,equal_budget_hit_at_least_1_rate,equal_budget_hit_at_least_2_rate,equal_budget_hit_at_least_3_rate,inference_status,binom_p_hit_at_least_1_one_sided,binom_p_hit_at_least_2_one_sided,binom_p_hit_at_least_3_one_sided
BIG_LOTTO,recent_300,1,biglotto_triple_strike,300,300,1.000000,1,1.000000,0.333333,0.566666666667,0.120000000000,0.026666666667,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.564035024488,0.151015574004,0.018637545002,0.002631642179,-0.031015574004,0.008029121665,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,4.875512e-01,9.466369e-01,2.002329e-01
BIG_LOTTO,recent_750,1,biglotto_triple_strike,750,750,1.000000,1,1.000000,0.333333,0.554666666667,0.133333333333,0.021333333333,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.564035024488,0.151015574004,0.018637545002,-0.009368357821,-0.017682240671,0.002695788331,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,7.106387e-01,9.215948e-01,3.275244e-01
BIG_LOTTO,recent_50,1,biglotto_ts3_markov_4bet_w30,50,200,4.000000,4,4.000000,1.333333,1.000000000000,0.520000000000,0.080000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.963875120963,0.480484040022,0.072491806456,0.036124879037,0.039515959978,0.007508193544,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,1.588688e-01,3.377254e-01,4.949670e-01
BIG_LOTTO,recent_300,1,biglotto_ts3_markov_4bet_w30,300,1200,4.000000,4,4.000000,1.333333,0.990000000000,0.473333333333,0.086666666667,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.963875120963,0.480484040022,0.072491806456,0.026124879037,-0.007150706689,0.014174860211,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,4.980654e-03,6.197847e-01,1.988529e-01
BIG_LOTTO,recent_750,1,biglotto_ts3_markov_4bet_w30,750,3000,4.000000,4,4.000000,1.333333,0.988000000000,0.498666666667,0.090666666667,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.963875120963,0.480484040022,0.072491806456,0.024124879037,0.018182626645,0.018174860211,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,4.312025e-05,1.684900e-01,3.545889e-02
BIG_LOTTO,recent_50,1,cold_complement_biglotto,50,50,1.000000,1,1.000000,0.333333,0.540000000000,0.160000000000,0.040000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.564035024488,0.151015574004,0.018637545002,-0.024035024488,0.008984425996,0.021362454998,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,6.877162e-01,4.893254e-01,2.389523e-01
BIG_LOTTO,recent_300,1,cold_complement_biglotto,300,300,1.000000,1,1.000000,0.333333,0.590000000000,0.156666666667,0.023333333333,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.564035024488,0.151015574004,0.018637545002,0.025964975512,0.005651092663,0.004695788331,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,1.982340e-01,4.165452e-01,3.277423e-01
BIG_LOTTO,recent_750,1,cold_complement_biglotto,750,750,1.000000,1,1.000000,0.333333,0.590666666667,0.168000000000,0.017333333333,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.564035024488,0.151015574004,0.018637545002,0.026631642179,0.016984425996,-0.001304211669,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,7.552756e-02,1.071199e-01,6.412290e-01
BIG_LOTTO,recent_50,1,coldpool15_biglotto,50,50,1.000000,1,1.000000,0.333333,0.540000000000,0.160000000000,0.040000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.564035024488,0.151015574004,0.018637545002,-0.024035024488,0.008984425996,0.021362454998,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,6.877162e-01,4.893254e-01,2.389523e-01
BIG_LOTTO,recent_300,1,coldpool15_biglotto,300,300,1.000000,1,1.000000,0.333333,0.590000000000,0.156666666667,0.023333333333,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.564035024488,0.151015574004,0.018637545002,0.025964975512,0.005651092663,0.004695788331,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,1.982340e-01,4.165452e-01,3.277423e-01
BIG_LOTTO,recent_750,1,coldpool15_biglotto,750,750,1.000000,1,1.000000,0.333333,0.590666666667,0.168000000000,0.017333333333,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.564035024488,0.151015574004,0.018637545002,0.026631642179,0.016984425996,-0.001304211669,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,7.552756e-02,1.071199e-01,6.412290e-01
BIG_LOTTO,recent_50,1,fourier30_markov30_biglotto,50,50,1.000000,1,1.000000,0.333333,0.580000000000,0.100000000000,0.020000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.564035024488,0.151015574004,0.018637545002,0.015964975512,-0.051015574004,0.001362454998,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,4.685914e-01,8.914772e-01,6.096340e-01
BIG_LOTTO,recent_300,1,fourier30_markov30_biglotto,300,300,1.000000,1,1.000000,0.333333,0.576666666667,0.136666666667,0.013333333333,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.564035024488,0.151015574004,0.018637545002,0.012631642179,-0.014348907337,-0.005304211669,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,3.516854e-01,7.785226e-01,8.110728e-01
BIG_LOTTO,recent_750,1,fourier30_markov30_biglotto,750,750,1.000000,1,1.000000,0.333333,0.578666666667,0.129333333333,0.012000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.564035024488,0.151015574004,0.018637545002,0.014631642179,-0.021682240671,-0.006637545002,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,2.204802e-01,9.585564e-01,9.389902e-01
BIG_LOTTO,recent_50,1,markov_2bet_biglotto,50,50,1.000000,1,1.000000,0.333333,0.520000000000,0.140000000000,0.000000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.564035024488,0.151015574004,0.018637545002,-0.044035024488,-0.011015574004,-0.018637545002,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,7.800895e-01,6.461225e-01,1.000000e+00
BIG_LOTTO,recent_300,1,markov_2bet_biglotto,300,300,1.000000,1,1.000000,0.333333,0.550000000000,0.136666666667,0.013333333333,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.564035024488,0.151015574004,0.018637545002,-0.014035024488,-0.014348907337,-0.005304211669,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,7.088652e-01,7.785226e-01,8.110728e-01
BIG_LOTTO,recent_750,1,markov_2bet_biglotto,750,750,1.000000,1,1.000000,0.333333,0.577333333333,0.141333333333,0.013333333333,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.564035024488,0.151015574004,0.018637545002,0.013298308845,-0.009682240671,-0.005304211669,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,2.429762e-01,7.843918e-01,8.917866e-01
BIG_LOTTO,recent_50,1,markov_single_biglotto,50,50,1.000000,1,1.000000,0.333333,0.520000000000,0.140000000000,0.000000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.564035024488,0.151015574004,0.018637545002,-0.044035024488,-0.011015574004,-0.018637545002,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,7.800895e-01,6.461225e-01,1.000000e+00
BIG_LOTTO,recent_300,1,markov_single_biglotto,300,300,1.000000,1,1.000000,0.333333,0.550000000000,0.136666666667,0.013333333333,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.564035024488,0.151015574004,0.018637545002,-0.014035024488,-0.014348907337,-0.005304211669,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,7.088652e-01,7.785226e-01,8.110728e-01
BIG_LOTTO,recent_750,1,markov_single_biglotto,750,750,1.000000,1,1.000000,0.333333,0.577333333333,0.141333333333,0.013333333333,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.564035024488,0.151015574004,0.018637545002,0.013298308845,-0.009682240671,-0.005304211669,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,2.429762e-01,7.843918e-01,8.917866e-01
BIG_LOTTO,recent_50,1,ts3_regime_3bet,50,50,1.000000,1,1.000000,0.333333,0.620000000000,0.220000000000,0.060000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.564035024488,0.151015574004,0.018637545002,0.055964975512,0.068984425996,0.041362454998,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,2.574413e-01,1.242151e-01,6.647713e-02
BIG_LOTTO,recent_300,1,ts3_regime_3bet,300,300,1.000000,1,1.000000,0.333333,0.566666666667,0.120000000000,0.026666666667,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.564035024488,0.151015574004,0.018637545002,0.002631642179,-0.031015574004,0.008029121665,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,4.875512e-01,9.466369e-01,2.002329e-01
BIG_LOTTO,recent_750,1,ts3_regime_3bet,750,750,1.000000,1,1.000000,0.333333,0.554666666667,0.133333333333,0.021333333333,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.564035024488,0.151015574004,0.018637545002,-0.009368357821,-0.017682240671,0.002695788331,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,7.106387e-01,9.215948e-01,3.275244e-01
BIG_LOTTO,recent_50,2,bet2_fourier_expansion_biglotto|biglotto_deviation_2bet,50,100,2.000000,2,2.000000,0.666667,0.900000000000,0.260000000000,0.080000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.809934540127,0.279225444415,0.036927731920,0.090065459873,-0.019225444415,0.043072268080,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,6.718598e-02,6.705091e-01,1.126342e-01
BIG_LOTTO,recent_300,2,bet2_fourier_expansion_biglotto|biglotto_deviation_2bet,300,600,2.000000,2,2.000000,0.666667,0.850000000000,0.306666666667,0.043333333333,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.809934540127,0.279225444415,0.036927731920,0.040065459873,0.027441222252,0.006405601413,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,4.205600e-02,1.597848e-01,3.179618e-01
BIG_LOTTO,recent_750,2,bet2_fourier_expansion_biglotto|biglotto_deviation_2bet,750,1500,2.000000,2,2.000000,0.666667,0.828000000000,0.292000000000,0.056000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.809934540127,0.279225444415,0.036927731920,0.018065459873,0.012774555585,0.019072268080,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,1.113508e-01,2.290965e-01,5.827858e-03
BIG_LOTTO,recent_50,2,bet2_fourier_expansion_biglotto|biglotto_echo_aware_3bet,50,200,4.000000,4,4.000000,1.333333,1.000000000000,0.620000000000,0.120000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.963875120963,0.480484040022,0.072491806456,0.036124879037,0.139515959978,0.047508193544,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,1.588688e-01,3.318734e-02,1.519191e-01
BIG_LOTTO,recent_300,2,bet2_fourier_expansion_biglotto|biglotto_echo_aware_3bet,300,1200,4.000000,4,4.000000,1.333333,0.980000000000,0.493333333333,0.110000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.963875120963,0.480484040022,0.072491806456,0.016124879037,0.012849293311,0.037508193544,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,8.166048e-02,3.489263e-01,1.154834e-02
BIG_LOTTO,recent_750,2,bet2_fourier_expansion_biglotto|biglotto_echo_aware_3bet,750,3000,4.000000,4,4.000000,1.333333,0.980000000000,0.517333333333,0.094666666667,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.963875120963,0.480484040022,0.072491806456,0.016124879037,0.036849293311,0.022174860211,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,7.585501e-03,2.370786e-02,1.396055e-02
BIG_LOTTO,recent_50,2,bet2_fourier_expansion_biglotto|biglotto_triple_strike,50,100,2.000000,2,2.000000,0.666667,0.620000000000,0.220000000000,0.060000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.809934540127,0.279225444415,0.036927731920,-0.189934540127,-0.059225444415,0.023072268080,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,9.995271e-01,8.636797e-01,2.810106e-01
