strategy_id,governance_status,failure_stage,reason_code,target_draw,replicate_id,detailed_reason
history::analysis/p251a_cross_lottery_evidence_dashboard_dryrun_plan.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p251b_cross_lottery_evidence_dashboard_data_builder.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p251c_evidence_dashboard_api_payload_contract_plan.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p251d_evidence_dashboard_readonly_api_route.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p251e_evidence_dashboard_api_runtime_smoke_governance_closure.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p252b_unified_external_method_coverage_audit.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p252c_baseline_calculator_ssot.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p253a_p1_external_method_readiness_triage.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p253c_signal_stability_adoption_audit.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p253d_historical_draw_parser_inventory.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p253e_historical_draw_parser_ssot.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p253f_historical_draw_parser_adoption_audit.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p253g_feature_bottleneck_report_inventory.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p253h_feature_vocabulary_design.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p254b_fetcher_repair_governance_closure.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p255a_ingest_backfill_safety_audit.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p255b_ingest_write_guard_design.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p255c_ingest_write_guard_implementation.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p255d_ingest_write_guard_runtime_smoke_governance_closure.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p256a_feature_information_mi_null_framework.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p257a_best_nbet_strategy_overview_historical_replay.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p267c_m3plus_strategy_revalidation.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p268b_official_draw_order_positional_bias_audit.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p268d1_draw_order_full_history_artifact_backfill.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p268d2_draw_order_structure_validation_db_alignment.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p268d3_h1_draw_order_confirmatory_permutation_test.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p270b_outcome_blind_portfolio_geometry_power_audit.py,rejected,preflight,UNSAFE_EXTERNAL_STATE,,,Static classification found unsafe or external-state behavior.
history::analysis/p271d_prize_aware_replay_input_feasibility_audit.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p271f_prize_aware_full_history_descriptive_evaluation.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p272b_prospective_oos_detectability_power.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p273a_distinct_ticket_identity_export.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p273a_prize_aware_inferential_validation.py,deprecated,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p273a_prizeaware_replay_export.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p275b_unified_prize_aware_success_matrix.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p276b_fixed_n_coverage_complementarity.py,deprecated,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p277a_historical_observation_status_reclassification.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p278a_hit_spectrum_data_contract.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p280d_big649_future_only_protocol.py,deprecated,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p333_strategy_pick_combination_scoreboard.py,deprecated,preflight,UNSAFE_EXTERNAL_STATE,,,Static classification found unsafe or external-state behavior.
history::analysis/p536c_success_matrix_lift_extension.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analysis/p540a_full_replay_regeneration_readiness.py,rejected,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::analysis/p540b_daily539_incremental_replay_generation.py,rejected,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::analysis/p540c_daily539_post_replay_refresh.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::analyze_proximity_115000019.py,rejected,preflight,UNSAFE_EXTERNAL_STATE,,,Static classification found unsafe or external-state behavior.
history::feature_discovery_and_retrospective.py,rejected,preflight,UNSAFE_EXTERNAL_STATE,,,Static classification found unsafe or external-state behavior.
history::lottery_api/engine/core_satellite.py,candidate,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/engine/drift_detector.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::lottery_api/engine/hypothesis_registry.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::lottery_api/engine/multi_bet_optimizer.py,rejected,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/engine/predraw_ledger.py,rejected,preflight,UNSAFE_EXTERNAL_STATE,,,Static classification found unsafe or external-state behavior.
history::lottery_api/engine/rolling_strategy_monitor.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::lottery_api/models/advanced_bayesian_analyzer.py,rejected,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/models/advanced_strategies.py,candidate,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/models/anti_consensus_strategy.py,candidate,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/models/auto_optimizer.py,rejected,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/models/autogluon_model.py,candidate,preflight,MISSING_ENTRYPOINT,,,No approved causal entrypoint is committed for this historical surface.
history::lottery_api/models/bayesian_ensemble.py,candidate,preflight,MISSING_ENTRYPOINT,,,No approved causal entrypoint is committed for this historical surface.
history::lottery_api/models/big_lotto_dual_bet_optimizer.py,candidate,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/models/big_lotto_optimizer.py,candidate,preflight,MISSING_ENTRYPOINT,,,No approved causal entrypoint is committed for this historical surface.
history::lottery_api/models/biglotto_2bet_final.py,candidate,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/models/biglotto_2bet_optimizer.py,candidate,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/models/biglotto_2bet_optimizer_v2.py,candidate,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/models/biglotto_3bet_optimizer.py,candidate,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/models/biglotto_graph.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::lottery_api/models/biglotto_tme_optimizer.py,candidate,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/models/concentrated_pool_predictor.py,candidate,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/models/constraint_filter_predictor.py,candidate,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/models/cooccurrence_graph.py,candidate,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/models/dynamic_ensemble_predictor.py,rejected,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/models/enhanced_dual_bet_predictor.py,candidate,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/models/enhanced_predictor.py,rejected,preflight,UNSAFE_EXTERNAL_STATE,,,Static classification found unsafe or external-state behavior.
history::lottery_api/models/ensemble_predictor.py,candidate,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/models/hpsb_optimizer.py,candidate,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/models/lottery_graph.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::lottery_api/models/lstm_attention_predictor.py,candidate,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/models/mcts_portfolio_optimizer.py,candidate,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/models/meta_learning.py,candidate,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/models/multi_bet_optimizer.py,rejected,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/models/negative_selection_biglotto.py,candidate,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/models/negative_selector.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::lottery_api/models/optimized_ensemble.py,candidate,preflight,MISSING_ENTRYPOINT,,,No approved causal entrypoint is committed for this historical surface.
history::lottery_api/models/optimized_predictor.py,candidate,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/models/p47_wave4_powerlotto_adapters.py,candidate,preflight,MISSING_ENTRYPOINT,,,No approved causal entrypoint is committed for this historical surface.
history::lottery_api/models/perball_lstm.py,rejected,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/models/power_lotto_second_zone.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::lottery_api/models/quantum_random_predictor.py,candidate,preflight,UNSAFE_EXTERNAL_STATE,,,Static classification found unsafe or external-state behavior.
history::lottery_api/models/regime_detector.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::lottery_api/models/selective_ensemble.py,candidate,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/models/smart_multi_bet.py,rejected,preflight,UNSAFE_EXTERNAL_STATE,,,Static classification found unsafe or external-state behavior.
history::lottery_api/models/stability_profile.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::lottery_api/models/transformer_model.py,rejected,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/models/ultra_optimized_predictor.py,candidate,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/models/unified_predictor.py,rejected,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/models/xgboost_model.py,candidate,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/tools/backtest_2025_clean.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::lottery_api/tools/backtest_2025_fixed.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::lottery_api/tools/backtest_6_bets.py,rejected,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::lottery_api/tools/backtest_8_bets_2025.py,candidate,preflight,UNSAFE_EXTERNAL_STATE,,,Static classification found unsafe or external-state behavior.
history::lottery_api/tools/backtest_8_bets_2025_v2.py,candidate,preflight,UNSAFE_EXTERNAL_STATE,,,Static classification found unsafe or external-state behavior.
history::lottery_api/tools/backtest_big_lotto_2025.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::lottery_api/tools/backtest_biglotto.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::lottery_api/tools/backtest_concentrated_pool.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::lottery_api/tools/backtest_constraint_filter.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::lottery_api/tools/backtest_dual_bet_big_lotto.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::lottery_api/tools/backtest_enhanced_methods.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::lottery_api/tools/debug_regression.py,unknown,preflight,DOCUMENT_ONLY,,,Committed classification says this is not an actual prediction method.
history::lottery_api/tools/debug_validator.py,unknown,preflight,DOCUMENT_ONLY,,,Committed classification says this is not an actual prediction method.
history::lottery_api/tools/evaluate_specific_numbers.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::lottery_api/tools/predict_6_bets.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::lottery_api/tools/predict_8_bets_lotto.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::lottery_api/tools/predict_next_draw.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::lottery_api/tools/quick_test_models.py,unknown,preflight,DOCUMENT_ONLY,,,Committed classification says this is not an actual prediction method.
history::lottery_api/tools/rolling_backtest_2025.py,candidate,preflight,UNSAFE_EXTERNAL_STATE,,,Static classification found unsafe or external-state behavior.
history::lottery_api/tools/test_advanced_models.py,unknown,preflight,DOCUMENT_ONLY,,,Committed classification says this is not an actual prediction method.
history::lottery_api/tools/verification_suite.py,unknown,preflight,DOCUMENT_ONLY,,,Committed classification says this is not an actual prediction method.
history::null_hypothesis_115000019.py,rejected,preflight,UNSAFE_EXTERNAL_STATE,,,Static classification found unsafe or external-state behavior.
history::predict_49lotto_v2_phase2.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::predict_biglotto_115000002_zone_balance.py,rejected,preflight,UNKNOWN_FAILURE,,,Identity or transitive safety remains unknown; fail-closed.
history::recovered_strategies/biglotto/__init__.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::recovered_strategies/biglotto/historical_adapters.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::recovered_strategies/biglotto/no_db_acceptance_summary.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::recovered_strategies/biglotto/no_db_answer_kit_scenario_runner.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::recovered_strategies/biglotto/no_db_command_center_operator_console.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::recovered_strategies/biglotto/no_db_command_center_regression_runner.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::recovered_strategies/biglotto/no_db_command_center_route_replay.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::recovered_strategies/biglotto/no_db_coverage_utility.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::recovered_strategies/biglotto/no_db_evidence_agent_pack.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::recovered_strategies/biglotto/no_db_evidence_agent_pack_consumer.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::recovered_strategies/biglotto/no_db_evidence_api.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::recovered_strategies/biglotto/no_db_evidence_api_snapshots.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::recovered_strategies/biglotto/no_db_evidence_bundle.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::recovered_strategies/biglotto/no_db_evidence_command_center.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::recovered_strategies/biglotto/no_db_evidence_dashboard.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::recovered_strategies/biglotto/no_db_evidence_e2e_smoke.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::recovered_strategies/biglotto/no_db_evidence_explorer.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::recovered_strategies/biglotto/no_db_evidence_pack.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::recovered_strategies/biglotto/no_db_evidence_release_bundle.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::recovered_strategies/biglotto/no_db_multiwindow_validation.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::recovered_strategies/biglotto/no_db_operator_acceptance.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::recovered_strategies/biglotto/no_db_operator_history.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::recovered_strategies/biglotto/no_db_regression_archive_answer_kit.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::recovered_strategies/biglotto/no_db_regression_archive_explorer.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::recovered_strategies/biglotto/no_db_regression_archive_query.py,unknown,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::recovered_strategies/biglotto/no_db_regression_run_archive.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::recovered_strategies/biglotto/no_db_replay_readiness_harness.py,deprecated,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::recovered_strategies/biglotto/no_db_subset_stability.py,rejected,preflight,PARTIAL_IMPLEMENTATION,,,Committed classification cannot confirm a strategy identity.
history::tools/advanced_methods_benchmark.py,rejected,preflight,UNSAFE_EXTERNAL_STATE,,,Static classification found unsafe or external-state behavior.
history::tools/advanced_prediction_engine.py,candidate,preflight,MISSING_ENTRYPOINT,,,No approved causal entrypoint is committed for this historical surface.
