strategy_id,metric_scope,ticket_count,from_ticket_count,to_ticket_count,m4plus_rate,m4plus_rate_per_ticket,incremental_m4plus_rate,incremental_m4plus_rate_per_5_added_tickets,additional_portfolios_succeeding_per_1000_draws,extra_tickets_per_additional_m4plus_success,status,denominator
biglotto_ts3_markov_4bet_w30,ticket_count,10,,,0.006419753086419753,0.0006419753086419753,,,,,COUNT_RATE,evaluated draw portfolios
biglotto_ts3_markov_4bet_w30,ticket_count,15,,,0.011851851851851851,0.0007901234567901234,,,,,COUNT_RATE,evaluated draw portfolios
biglotto_ts3_markov_4bet_w30,ticket_count,20,,,0.01728395061728395,0.0008641975308641975,,,,,COUNT_RATE,evaluated draw portfolios
biglotto_ts3_markov_freq_5bet,ticket_count,10,,,0.010864197530864197,0.0010864197530864198,,,,,COUNT_RATE,evaluated draw portfolios
biglotto_ts3_markov_freq_5bet,ticket_count,15,,,0.01580246913580247,0.0010534979423868314,,,,,COUNT_RATE,evaluated draw portfolios
biglotto_ts3_markov_freq_5bet,ticket_count,20,,,0.02074074074074074,0.001037037037037037,,,,,COUNT_RATE,evaluated draw portfolios
cluster_pivot_biglotto,ticket_count,10,,,0.007407407407407408,0.0007407407407407408,,,,,COUNT_RATE,evaluated draw portfolios
cluster_pivot_biglotto,ticket_count,15,,,0.014320987654320988,0.0009547325102880658,,,,,COUNT_RATE,evaluated draw portfolios
cluster_pivot_biglotto,ticket_count,20,,,0.018271604938271607,0.0009135802469135803,,,,,COUNT_RATE,evaluated draw portfolios
cold_complement_biglotto,ticket_count,10,,,0.008888888888888889,0.0008888888888888889,,,,,COUNT_RATE,evaluated draw portfolios
cold_complement_biglotto,ticket_count,15,,,0.015308641975308642,0.0010205761316872427,,,,,COUNT_RATE,evaluated draw portfolios
cold_complement_biglotto,ticket_count,20,,,0.020246913580246915,0.0010123456790123457,,,,,COUNT_RATE,evaluated draw portfolios
coldpool15_biglotto,ticket_count,10,,,0.009876543209876543,0.0009876543209876543,,,,,COUNT_RATE,evaluated draw portfolios
coldpool15_biglotto,ticket_count,15,,,0.014814814814814815,0.0009876543209876543,,,,,COUNT_RATE,evaluated draw portfolios
coldpool15_biglotto,ticket_count,20,,,0.01925925925925926,0.000962962962962963,,,,,COUNT_RATE,evaluated draw portfolios
fourier30_markov30_biglotto,ticket_count,10,,,0.008395061728395062,0.0008395061728395062,,,,,COUNT_RATE,evaluated draw portfolios
fourier30_markov30_biglotto,ticket_count,15,,,0.011851851851851851,0.0007901234567901234,,,,,COUNT_RATE,evaluated draw portfolios
fourier30_markov30_biglotto,ticket_count,20,,,0.015308641975308642,0.0007654320987654322,,,,,COUNT_RATE,evaluated draw portfolios
gap_dynamic_threshold_biglotto,ticket_count,10,,,0.007407407407407408,0.0007407407407407408,,,,,COUNT_RATE,evaluated draw portfolios
gap_dynamic_threshold_biglotto,ticket_count,15,,,0.010864197530864197,0.0007242798353909465,,,,,COUNT_RATE,evaluated draw portfolios
gap_dynamic_threshold_biglotto,ticket_count,20,,,0.016790123456790124,0.0008395061728395062,,,,,COUNT_RATE,evaluated draw portfolios
history::lottery_api/models/core_satellite.py,ticket_count,10,,,0.009636767976278725,0.0009636767976278725,,,,,COUNT_RATE,evaluated draw portfolios
history::lottery_api/models/core_satellite.py,ticket_count,15,,,0.014381022979985175,0.000958734865332345,,,,,COUNT_RATE,evaluated draw portfolios
history::lottery_api/models/core_satellite.py,ticket_count,20,,,0.017790956263899184,0.0008895478131949592,,,,,COUNT_RATE,evaluated draw portfolios
history::lottery_api/models/social_wisdom_predictor.py,ticket_count,10,,,0.010024691358024692,0.0010024691358024693,,,,,COUNT_RATE,evaluated draw portfolios
history::lottery_api/models/social_wisdom_predictor.py,ticket_count,15,,,0.014666666666666666,0.0009777777777777777,,,,,COUNT_RATE,evaluated draw portfolios
history::lottery_api/models/social_wisdom_predictor.py,ticket_count,20,,,0.01980246913580247,0.0009901234567901234,,,,,COUNT_RATE,evaluated draw portfolios
history::lottery_api/models/zone_split.py,ticket_count,10,,,0.006518518518518518,0.0006518518518518518,,,,,COUNT_RATE,evaluated draw portfolios
history::lottery_api/models/zone_split.py,ticket_count,15,,,0.010518518518518519,0.0007012345679012346,,,,,COUNT_RATE,evaluated draw portfolios
history::lottery_api/models/zone_split.py,ticket_count,20,,,0.015506172839506173,0.0007753086419753087,,,,,COUNT_RATE,evaluated draw portfolios
hot_stop_rebound_biglotto,ticket_count,10,,,0.006913580246913581,0.0006913580246913581,,,,,COUNT_RATE,evaluated draw portfolios
hot_stop_rebound_biglotto,ticket_count,15,,,0.009876543209876543,0.0006584362139917695,,,,,COUNT_RATE,evaluated draw portfolios
hot_stop_rebound_biglotto,ticket_count,20,,,0.015308641975308642,0.0007654320987654322,,,,,COUNT_RATE,evaluated draw portfolios
markov_2bet_biglotto,ticket_count,10,,,0.007901234567901235,0.0007901234567901235,,,,,COUNT_RATE,evaluated draw portfolios
markov_2bet_biglotto,ticket_count,15,,,0.012839506172839505,0.0008559670781893003,,,,,COUNT_RATE,evaluated draw portfolios
markov_2bet_biglotto,ticket_count,20,,,0.018765432098765432,0.0009382716049382716,,,,,COUNT_RATE,evaluated draw portfolios
markov_repeat_exception_biglotto,ticket_count,10,,,0.009876543209876543,0.0009876543209876543,,,,,COUNT_RATE,evaluated draw portfolios
markov_repeat_exception_biglotto,ticket_count,15,,,0.014814814814814815,0.0009876543209876543,,,,,COUNT_RATE,evaluated draw portfolios
markov_repeat_exception_biglotto,ticket_count,20,,,0.018271604938271607,0.0009135802469135803,,,,,COUNT_RATE,evaluated draw portfolios
markov_single_biglotto,ticket_count,10,,,0.005925925925925926,0.0005925925925925926,,,,,COUNT_RATE,evaluated draw portfolios
markov_single_biglotto,ticket_count,15,,,0.009876543209876543,0.0006584362139917695,,,,,COUNT_RATE,evaluated draw portfolios
markov_single_biglotto,ticket_count,20,,,0.015308641975308642,0.0007654320987654322,,,,,COUNT_RATE,evaluated draw portfolios
neighbor_injection_biglotto,ticket_count,10,,,0.008395061728395062,0.0008395061728395062,,,,,COUNT_RATE,evaluated draw portfolios
neighbor_injection_biglotto,ticket_count,15,,,0.01037037037037037,0.000691358024691358,,,,,COUNT_RATE,evaluated draw portfolios
neighbor_injection_biglotto,ticket_count,20,,,0.012839506172839505,0.0006419753086419753,,,,,COUNT_RATE,evaluated draw portfolios
predict_biglotto_echo_2bet,ticket_count,10,,,0.008888888888888889,0.0008888888888888889,,,,,COUNT_RATE,evaluated draw portfolios
predict_biglotto_echo_2bet,ticket_count,15,,,0.014320987654320988,0.0009547325102880658,,,,,COUNT_RATE,evaluated draw portfolios
predict_biglotto_echo_2bet,ticket_count,20,,,0.017777777777777778,0.0008888888888888889,,,,,COUNT_RATE,evaluated draw portfolios
predict_biglotto_echo_phase2,ticket_count,10,,,0.007407407407407408,0.0007407407407407408,,,,,COUNT_RATE,evaluated draw portfolios
predict_biglotto_echo_phase2,ticket_count,15,,,0.012345679012345678,0.0008230452674897119,,,,,COUNT_RATE,evaluated draw portfolios
predict_biglotto_echo_phase2,ticket_count,20,,,0.016790123456790124,0.0008395061728395062,,,,,COUNT_RATE,evaluated draw portfolios
predict_biglotto_mixed_3bet,ticket_count,10,,,0.010864197530864197,0.0010864197530864198,,,,,COUNT_RATE,evaluated draw portfolios
predict_biglotto_mixed_3bet,ticket_count,15,,,0.016296296296296295,0.0010864197530864198,,,,,COUNT_RATE,evaluated draw portfolios
predict_biglotto_mixed_3bet,ticket_count,20,,,0.019753086419753086,0.0009876543209876543,,,,,COUNT_RATE,evaluated draw portfolios
predict_biglotto_regime,ticket_count,10,,,0.008888888888888889,0.0008888888888888889,,,,,COUNT_RATE,evaluated draw portfolios
predict_biglotto_regime,ticket_count,15,,,0.015308641975308642,0.0010205761316872427,,,,,COUNT_RATE,evaluated draw portfolios
predict_biglotto_regime,ticket_count,20,,,0.019753086419753086,0.0009876543209876543,,,,,COUNT_RATE,evaluated draw portfolios
ts3_regime_3bet,ticket_count,10,,,0.007901234567901235,0.0007901234567901235,,,,,COUNT_RATE,evaluated draw portfolios
ts3_regime_3bet,ticket_count,15,,,0.010864197530864197,0.0007242798353909465,,,,,COUNT_RATE,evaluated draw portfolios
ts3_regime_3bet,ticket_count,20,,,0.01580246913580247,0.0007901234567901235,,,,,COUNT_RATE,evaluated draw portfolios
acb_hot_fourier_3bet_biglotto,marginal,,10,15,,,0.0019753086419753087,0.0019753086419753087,1.9753086419753088,2531.25,OK,evaluated draw portfolios
acb_hot_fourier_3bet_biglotto,marginal,,15,20,,,0.0024691358024691358,0.0024691358024691358,2.4691358024691357,2025.0,OK,evaluated draw portfolios
acb_hot_fourier_3bet_biglotto,marginal,,10,20,,,0.0044444444444444444,0.0022222222222222222,4.444444444444445,2250.0,OK,evaluated draw portfolios
apriori_3bet_biglotto,marginal,,10,15,,,0.0034567901234567903,0.0034567901234567903,3.4567901234567904,1446.4285714285713,OK,evaluated draw portfolios
apriori_3bet_biglotto,marginal,,15,20,,,0.002962962962962963,0.002962962962962963,2.962962962962963,1687.5,OK,evaluated draw portfolios
apriori_3bet_biglotto,marginal,,10,20,,,0.006419753086419753,0.003209876543209876,6.419753086419752,1557.6923076923078,OK,evaluated draw portfolios
bet2_fourier_expansion_biglotto@p42_p280_frozen_code,marginal,,10,15,,,0.005432098765432099,0.005432098765432099,5.432098765432099,920.4545454545455,OK,evaluated draw portfolios
bet2_fourier_expansion_biglotto@p42_p280_frozen_code,marginal,,15,20,,,0.0019753086419753087,0.0019753086419753087,1.9753086419753088,2531.25,OK,evaluated draw portfolios
bet2_fourier_expansion_biglotto@p42_p280_frozen_code,marginal,,10,20,,,0.007407407407407408,0.0037037037037037034,7.407407407407407,1350.0,OK,evaluated draw portfolios
biglotto_10bet_combined,marginal,,10,15,,,0.005925925925925926,0.005925925925925926,5.925925925925926,843.75,OK,evaluated draw portfolios
biglotto_10bet_combined,marginal,,15,20,,,0.003950617283950617,0.003950617283950617,3.9506172839506175,1265.625,OK,evaluated draw portfolios
biglotto_10bet_combined,marginal,,10,20,,,0.009876543209876543,0.0049382716049382715,9.876543209876543,1012.5,OK,evaluated draw portfolios
biglotto_5bet_orthogonal,marginal,,10,15,,,0.0049382716049382715,0.0049382716049382715,4.938271604938271,1012.5,OK,evaluated draw portfolios
biglotto_5bet_orthogonal,marginal,,15,20,,,0.003950617283950617,0.003950617283950617,3.9506172839506175,1265.625,OK,evaluated draw portfolios
biglotto_5bet_orthogonal,marginal,,10,20,,,0.008888888888888889,0.0044444444444444444,8.88888888888889,1125.0,OK,evaluated draw portfolios
biglotto_deviation_2bet,marginal,,10,15,,,0.0044444444444444444,0.0044444444444444444,4.444444444444445,1125.0,OK,evaluated draw portfolios
biglotto_deviation_2bet,marginal,,15,20,,,0.0034567901234567903,0.0034567901234567903,3.4567901234567904,1446.4285714285713,OK,evaluated draw portfolios
biglotto_deviation_2bet,marginal,,10,20,,,0.007901234567901235,0.003950617283950617,7.901234567901235,1265.625,OK,evaluated draw portfolios
biglotto_echo_aware_3bet,marginal,,10,15,,,0.0049382716049382715,0.0049382716049382715,4.938271604938271,1012.5,OK,evaluated draw portfolios
biglotto_echo_aware_3bet,marginal,,15,20,,,0.006419753086419753,0.006419753086419752,6.419753086419752,778.8461538461539,OK,evaluated draw portfolios
biglotto_echo_aware_3bet,marginal,,10,20,,,0.011358024691358024,0.005679012345679012,11.358024691358024,880.4347826086957,OK,evaluated draw portfolios
biglotto_p0_2bet,marginal,,10,15,,,0.0034567901234567903,0.0034567901234567903,3.4567901234567904,1446.4285714285713,OK,evaluated draw portfolios
biglotto_p0_2bet,marginal,,15,20,,,0.0024691358024691358,0.0024691358024691358,2.4691358024691357,2025.0,OK,evaluated draw portfolios
biglotto_p0_2bet,marginal,,10,20,,,0.005925925925925926,0.002962962962962963,5.925925925925926,1687.5,OK,evaluated draw portfolios
biglotto_triple_strike,marginal,,10,15,,,0.0049382716049382715,0.0049382716049382715,4.938271604938271,1012.5,OK,evaluated draw portfolios
biglotto_triple_strike,marginal,,15,20,,,0.006419753086419753,0.006419753086419752,6.419753086419752,778.8461538461539,OK,evaluated draw portfolios
biglotto_triple_strike,marginal,,10,20,,,0.011358024691358024,0.005679012345679012,11.358024691358024,880.4347826086957,OK,evaluated draw portfolios
biglotto_ts3_acb_4bet,marginal,,10,15,,,0.0049382716049382715,0.0049382716049382715,4.938271604938271,1012.5,OK,evaluated draw portfolios
biglotto_ts3_acb_4bet,marginal,,15,20,,,0.005925925925925926,0.005925925925925926,5.925925925925926,843.75,OK,evaluated draw portfolios
biglotto_ts3_acb_4bet,marginal,,10,20,,,0.010864197530864197,0.005432098765432099,10.864197530864198,920.4545454545455,OK,evaluated draw portfolios
biglotto_ts3_markov_4bet_w30,marginal,,10,15,,,0.005432098765432099,0.005432098765432099,5.432098765432099,920.4545454545455,OK,evaluated draw portfolios
biglotto_ts3_markov_4bet_w30,marginal,,15,20,,,0.005432098765432099,0.005432098765432099,5.432098765432099,920.4545454545455,OK,evaluated draw portfolios
biglotto_ts3_markov_4bet_w30,marginal,,10,20,,,0.010864197530864197,0.005432098765432099,10.864197530864198,920.4545454545455,OK,evaluated draw portfolios
biglotto_ts3_markov_freq_5bet,marginal,,10,15,,,0.0049382716049382715,0.0049382716049382715,4.938271604938271,1012.5,OK,evaluated draw portfolios
biglotto_ts3_markov_freq_5bet,marginal,,15,20,,,0.0049382716049382715,0.0049382716049382715,4.938271604938271,1012.5,OK,evaluated draw portfolios
biglotto_ts3_markov_freq_5bet,marginal,,10,20,,,0.009876543209876543,0.0049382716049382715,9.876543209876543,1012.5,OK,evaluated draw portfolios
cluster_pivot_biglotto,marginal,,10,15,,,0.006913580246913581,0.006913580246913581,6.913580246913581,723.2142857142857,OK,evaluated draw portfolios
cluster_pivot_biglotto,marginal,,15,20,,,0.003950617283950617,0.003950617283950617,3.9506172839506175,1265.625,OK,evaluated draw portfolios
cluster_pivot_biglotto,marginal,,10,20,,,0.010864197530864197,0.005432098765432099,10.864197530864198,920.4545454545455,OK,evaluated draw portfolios
cold_complement_biglotto,marginal,,10,15,,,0.006419753086419753,0.006419753086419752,6.419753086419752,778.8461538461539,OK,evaluated draw portfolios
cold_complement_biglotto,marginal,,15,20,,,0.0049382716049382715,0.0049382716049382715,4.938271604938271,1012.5,OK,evaluated draw portfolios
cold_complement_biglotto,marginal,,10,20,,,0.011358024691358024,0.005679012345679012,11.358024691358024,880.4347826086957,OK,evaluated draw portfolios
coldpool15_biglotto,marginal,,10,15,,,0.0049382716049382715,0.0049382716049382715,4.938271604938271,1012.5,OK,evaluated draw portfolios
coldpool15_biglotto,marginal,,15,20,,,0.0044444444444444444,0.0044444444444444444,4.444444444444445,1125.0,OK,evaluated draw portfolios
coldpool15_biglotto,marginal,,10,20,,,0.009382716049382716,0.004691358024691358,9.382716049382715,1065.7894736842106,OK,evaluated draw portfolios
fourier30_markov30_biglotto,marginal,,10,15,,,0.0034567901234567903,0.0034567901234567903,3.4567901234567904,1446.4285714285713,OK,evaluated draw portfolios
fourier30_markov30_biglotto,marginal,,15,20,,,0.0034567901234567903,0.0034567901234567903,3.4567901234567904,1446.4285714285713,OK,evaluated draw portfolios
fourier30_markov30_biglotto,marginal,,10,20,,,0.006913580246913581,0.0034567901234567903,6.913580246913581,1446.4285714285713,OK,evaluated draw portfolios
gap_dynamic_threshold_biglotto,marginal,,10,15,,,0.0034567901234567903,0.0034567901234567903,3.4567901234567904,1446.4285714285713,OK,evaluated draw portfolios
gap_dynamic_threshold_biglotto,marginal,,15,20,,,0.005925925925925926,0.005925925925925926,5.925925925925926,843.75,OK,evaluated draw portfolios
gap_dynamic_threshold_biglotto,marginal,,10,20,,,0.009382716049382716,0.004691358024691358,9.382716049382715,1065.7894736842106,OK,evaluated draw portfolios
history::lottery_api/models/core_satellite.py,marginal,,10,15,,,0.004744255003706449,0.004744255003706449,4.744255003706449,1053.90625,OK,evaluated draw portfolios
history::lottery_api/models/core_satellite.py,marginal,,15,20,,,0.0034099332839140103,0.00340993328391401,3.40993328391401,1466.304347826087,OK,evaluated draw portfolios
history::lottery_api/models/core_satellite.py,marginal,,10,20,,,0.00815418828762046,0.00407709414381023,8.15418828762046,1226.3636363636363,OK,evaluated draw portfolios
history::lottery_api/models/social_wisdom_predictor.py,marginal,,10,15,,,0.004641975308641975,0.004641975308641975,4.6419753086419755,1077.127659574468,OK,evaluated draw portfolios
history::lottery_api/models/social_wisdom_predictor.py,marginal,,15,20,,,0.005135802469135802,0.005135802469135802,5.135802469135802,973.5576923076924,OK,evaluated draw portfolios
history::lottery_api/models/social_wisdom_predictor.py,marginal,,10,20,,,0.009777777777777778,0.004888888888888889,9.777777777777777,1022.7272727272727,OK,evaluated draw portfolios
history::lottery_api/models/zone_split.py,marginal,,10,15,,,0.004,0.004,4.0,1250.0,OK,evaluated draw portfolios
history::lottery_api/models/zone_split.py,marginal,,15,20,,,0.004987654320987654,0.004987654320987654,4.987654320987654,1002.4752475247525,OK,evaluated draw portfolios
history::lottery_api/models/zone_split.py,marginal,,10,20,,,0.008987654320987654,0.004493827160493827,8.987654320987655,1112.6373626373627,OK,evaluated draw portfolios
hot_stop_rebound_biglotto,marginal,,10,15,,,0.002962962962962963,0.002962962962962963,2.962962962962963,1687.5,OK,evaluated draw portfolios
hot_stop_rebound_biglotto,marginal,,15,20,,,0.005432098765432099,0.005432098765432099,5.432098765432099,920.4545454545455,OK,evaluated draw portfolios
hot_stop_rebound_biglotto,marginal,,10,20,,,0.008395061728395062,0.004197530864197531,8.395061728395062,1191.1764705882354,OK,evaluated draw portfolios
markov_2bet_biglotto,marginal,,10,15,,,0.0049382716049382715,0.0049382716049382715,4.938271604938271,1012.5,OK,evaluated draw portfolios
markov_2bet_biglotto,marginal,,15,20,,,0.005925925925925926,0.005925925925925926,5.925925925925926,843.75,OK,evaluated draw portfolios
markov_2bet_biglotto,marginal,,10,20,,,0.010864197530864197,0.005432098765432099,10.864197530864198,920.4545454545455,OK,evaluated draw portfolios
markov_repeat_exception_biglotto,marginal,,10,15,,,0.0049382716049382715,0.0049382716049382715,4.938271604938271,1012.5,OK,evaluated draw portfolios
markov_repeat_exception_biglotto,marginal,,15,20,,,0.0034567901234567903,0.0034567901234567903,3.4567901234567904,1446.4285714285713,OK,evaluated draw portfolios
markov_repeat_exception_biglotto,marginal,,10,20,,,0.008395061728395062,0.004197530864197531,8.395061728395062,1191.1764705882354,OK,evaluated draw portfolios
markov_single_biglotto,marginal,,10,15,,,0.003950617283950617,0.003950617283950617,3.9506172839506175,1265.625,OK,evaluated draw portfolios
markov_single_biglotto,marginal,,15,20,,,0.005432098765432099,0.005432098765432099,5.432098765432099,920.4545454545455,OK,evaluated draw portfolios
markov_single_biglotto,marginal,,10,20,,,0.009382716049382716,0.004691358024691358,9.382716049382715,1065.7894736842106,OK,evaluated draw portfolios
neighbor_injection_biglotto,marginal,,10,15,,,0.0019753086419753087,0.0019753086419753087,1.9753086419753088,2531.25,OK,evaluated draw portfolios
neighbor_injection_biglotto,marginal,,15,20,,,0.0024691358024691358,0.0024691358024691358,2.4691358024691357,2025.0,OK,evaluated draw portfolios
neighbor_injection_biglotto,marginal,,10,20,,,0.0044444444444444444,0.0022222222222222222,4.444444444444445,2250.0,OK,evaluated draw portfolios
predict_biglotto_echo_2bet,marginal,,10,15,,,0.005432098765432099,0.005432098765432099,5.432098765432099,920.4545454545455,OK,evaluated draw portfolios
predict_biglotto_echo_2bet,marginal,,15,20,,,0.0034567901234567903,0.0034567901234567903,3.4567901234567904,1446.4285714285713,OK,evaluated draw portfolios
predict_biglotto_echo_2bet,marginal,,10,20,,,0.008888888888888889,0.0044444444444444444,8.88888888888889,1125.0,OK,evaluated draw portfolios
predict_biglotto_echo_phase2,marginal,,10,15,,,0.0049382716049382715,0.0049382716049382715,4.938271604938271,1012.5,OK,evaluated draw portfolios
predict_biglotto_echo_phase2,marginal,,15,20,,,0.0044444444444444444,0.0044444444444444444,4.444444444444445,1125.0,OK,evaluated draw portfolios
predict_biglotto_echo_phase2,marginal,,10,20,,,0.009382716049382716,0.004691358024691358,9.382716049382715,1065.7894736842106,OK,evaluated draw portfolios
predict_biglotto_mixed_3bet,marginal,,10,15,,,0.005432098765432099,0.005432098765432099,5.432098765432099,920.4545454545455,OK,evaluated draw portfolios
predict_biglotto_mixed_3bet,marginal,,15,20,,,0.0034567901234567903,0.0034567901234567903,3.4567901234567904,1446.4285714285713,OK,evaluated draw portfolios
predict_biglotto_mixed_3bet,marginal,,10,20,,,0.008888888888888889,0.0044444444444444444,8.88888888888889,1125.0,OK,evaluated draw portfolios
predict_biglotto_regime,marginal,,10,15,,,0.006419753086419753,0.006419753086419752,6.419753086419752,778.8461538461539,OK,evaluated draw portfolios
predict_biglotto_regime,marginal,,15,20,,,0.0044444444444444444,0.0044444444444444444,4.444444444444445,1125.0,OK,evaluated draw portfolios
predict_biglotto_regime,marginal,,10,20,,,0.010864197530864197,0.005432098765432099,10.864197530864198,920.4545454545455,OK,evaluated draw portfolios
ts3_regime_3bet,marginal,,10,15,,,0.002962962962962963,0.002962962962962963,2.962962962962963,1687.5,OK,evaluated draw portfolios
ts3_regime_3bet,marginal,,15,20,,,0.0049382716049382715,0.0049382716049382715,4.938271604938271,1012.5,OK,evaluated draw portfolios
ts3_regime_3bet,marginal,,10,20,,,0.007901234567901235,0.003950617283950617,7.901234567901235,1265.625,OK,evaluated draw portfolios
