confirmatory_family_id,strategy_id,independent_algorithm_id,equivalence_group,ticket_count,raw_p_value,bonferroni_adjusted_p_value,bh_fdr_adjusted_p_value,paired_interval_95,credible_advantage_unadjusted,credible_advantage_adjusted,confirmatory_rule
biglotto_deviation_2bet|ticket_count=20,biglotto_deviation_2bet,biglotto_deviation_2bet,,20,0.9416783450849259,1.0,0.998102049628845,"[-0.009679012346,0.001629629630]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
biglotto_echo_aware_3bet|ticket_count=10,biglotto_echo_aware_3bet,biglotto_echo_aware_3bet,,10,0.5922185478742847,1.0,0.998102049628845,"[-0.004938271605,0.004395061728]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
biglotto_echo_aware_3bet|ticket_count=15,biglotto_echo_aware_3bet,biglotto_echo_aware_3bet,,15,0.5758642012803734,1.0,0.998102049628845,"[-0.006123456790,0.005185185185]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
biglotto_echo_aware_3bet|ticket_count=20,biglotto_echo_aware_3bet,biglotto_echo_aware_3bet,,20,0.40134325450980296,1.0,0.998102049628845,"[-0.005333333333,0.007802469136]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
biglotto_p0_2bet|ticket_count=10,biglotto_p0_2bet,biglotto_p0_2bet,,10,0.9612210301134004,1.0,0.998102049628845,"[-0.007160493827,0.000888888889]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
biglotto_p0_2bet|ticket_count=15,biglotto_p0_2bet,biglotto_p0_2bet,,15,0.9807200610157647,1.0,0.998102049628845,"[-0.009432098765,0.000049382716]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
biglotto_p0_2bet|ticket_count=20,biglotto_p0_2bet,biglotto_p0_2bet,,20,0.9976962541280492,1.0,0.998102049628845,"[-0.012691358025,-0.001679012346]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
biglotto_triple_strike|ticket_count=10,biglotto_triple_strike,biglotto_triple_strike,,10,0.7549715287697555,1.0,0.998102049628845,"[-0.005629629630,0.002962962963]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
biglotto_triple_strike|ticket_count=15,biglotto_triple_strike,biglotto_triple_strike,,15,0.7123730923499312,1.0,0.998102049628845,"[-0.006913580247,0.003753086420]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
biglotto_triple_strike|ticket_count=20,biglotto_triple_strike,biglotto_triple_strike,,20,0.5179773142871401,1.0,0.998102049628845,"[-0.006419753086,0.006567901235]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
biglotto_ts3_acb_4bet|ticket_count=10,biglotto_ts3_acb_4bet,biglotto_ts3_acb_4bet,ts3_acb_aliases,10,0.17948740923304904,1.0,0.998102049628845,"[-0.002518518519,0.007950617284]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
biglotto_ts3_acb_4bet|ticket_count=15,biglotto_ts3_acb_4bet,biglotto_ts3_acb_4bet,ts3_acb_aliases,15,0.21507293398315722,1.0,0.998102049628845,"[-0.003012345679,0.008395061728]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
biglotto_ts3_acb_4bet|ticket_count=20,biglotto_ts3_acb_4bet,biglotto_ts3_acb_4bet,ts3_acb_aliases,20,0.1754234046819183,1.0,0.998102049628845,"[-0.003259259259,0.010370370370]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
biglotto_ts3_markov_4bet_w30|ticket_count=10,biglotto_ts3_markov_4bet_w30,biglotto_ts3_markov_4bet_w30,,10,0.9817670782922991,1.0,0.998102049628845,"[-0.007555555556,-0.000000000000]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
biglotto_ts3_markov_4bet_w30|ticket_count=15,biglotto_ts3_markov_4bet_w30,biglotto_ts3_markov_4bet_w30,,15,0.9117595213646222,1.0,0.998102049628845,"[-0.008148148148,0.001777777778]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
biglotto_ts3_markov_4bet_w30|ticket_count=20,biglotto_ts3_markov_4bet_w30,biglotto_ts3_markov_4bet_w30,,20,0.8430202757589087,1.0,0.998102049628845,"[-0.008790123457,0.003209876543]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
biglotto_ts3_markov_freq_5bet|ticket_count=10,biglotto_ts3_markov_freq_5bet,biglotto_ts3_markov_freq_5bet,ts3_markov_freq_aliases,10,0.4277848219682002,1.0,0.998102049628845,"[-0.003950617284,0.005481481481]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
biglotto_ts3_markov_freq_5bet|ticket_count=15,biglotto_ts3_markov_freq_5bet,biglotto_ts3_markov_freq_5bet,ts3_markov_freq_aliases,15,0.4395951001990588,1.0,0.998102049628845,"[-0.004691358025,0.006370370370]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
biglotto_ts3_markov_freq_5bet|ticket_count=20,biglotto_ts3_markov_freq_5bet,biglotto_ts3_markov_freq_5bet,ts3_markov_freq_aliases,20,0.45903073978100417,1.0,0.998102049628845,"[-0.006074074074,0.007160493827]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
cluster_pivot_biglotto|ticket_count=10,cluster_pivot_biglotto,cluster_pivot_biglotto,,10,0.9309896410063548,1.0,0.998102049628845,"[-0.006864197531,0.001086419753]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
cluster_pivot_biglotto|ticket_count=15,cluster_pivot_biglotto,cluster_pivot_biglotto,,15,0.6455618023217053,1.0,0.998102049628845,"[-0.006370370370,0.004641975309]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
cluster_pivot_biglotto|ticket_count=20,cluster_pivot_biglotto,cluster_pivot_biglotto,,20,0.750587936928676,1.0,0.998102049628845,"[-0.008049382716,0.004049382716]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
cold_complement_biglotto|ticket_count=10,cold_complement_biglotto,cold_complement_biglotto,,10,0.7571984147488666,1.0,0.998102049628845,"[-0.005629629630,0.003209876543]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
cold_complement_biglotto|ticket_count=15,cold_complement_biglotto,cold_complement_biglotto,,15,0.5068760263399683,1.0,0.998102049628845,"[-0.005382716049,0.005679012346]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
cold_complement_biglotto|ticket_count=20,cold_complement_biglotto,cold_complement_biglotto,,20,0.5178961813792925,1.0,0.998102049628845,"[-0.006320987654,0.006617283951]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
coldpool15_biglotto|ticket_count=10,coldpool15_biglotto,coldpool15_biglotto,,10,0.5922185478742847,1.0,0.998102049628845,"[-0.004938271605,0.004296296296]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
coldpool15_biglotto|ticket_count=15,coldpool15_biglotto,coldpool15_biglotto,,15,0.576798329482383,1.0,0.998102049628845,"[-0.005827160494,0.005135802469]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
coldpool15_biglotto|ticket_count=20,coldpool15_biglotto,coldpool15_biglotto,,20,0.6385603474100996,1.0,0.998102049628845,"[-0.007111111111,0.005481481481]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
fourier30_markov30_biglotto|ticket_count=10,fourier30_markov30_biglotto,fourier30_markov30_biglotto,,10,0.8245645893353752,1.0,0.998102049628845,"[-0.006123456790,0.002370370370]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
fourier30_markov30_biglotto|ticket_count=15,fourier30_markov30_biglotto,fourier30_markov30_biglotto,,15,0.9133596179097434,1.0,0.998102049628845,"[-0.008345679012,0.001777777778]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
fourier30_markov30_biglotto|ticket_count=20,fourier30_markov30_biglotto,fourier30_markov30_biglotto,,20,0.9594846081053643,1.0,0.998102049628845,"[-0.010617283951,0.000641975309]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
gap_dynamic_threshold_biglotto|ticket_count=10,gap_dynamic_threshold_biglotto,gap_dynamic_threshold_biglotto,,10,0.9309896410063544,1.0,0.998102049628845,"[-0.006765432099,0.001382716049]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
gap_dynamic_threshold_biglotto|ticket_count=15,gap_dynamic_threshold_biglotto,gap_dynamic_threshold_biglotto,,15,0.9668259074004527,1.0,0.998102049628845,"[-0.009037037037,0.000641975309]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
gap_dynamic_threshold_biglotto|ticket_count=20,gap_dynamic_threshold_biglotto,gap_dynamic_threshold_biglotto,,20,0.8828126259598384,1.0,0.998102049628845,"[-0.009086419753,0.002567901235]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
history::lottery_api/models/core_satellite.py|ticket_count=10,history::lottery_api/models/core_satellite.py,history::lottery_api/models/core_satellite.py,core_satellite_family,10,0.7749895829998381,1.0,0.998102049628845,"[-0.002666666667,0.001141289438]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
history::lottery_api/models/core_satellite.py|ticket_count=15,history::lottery_api/models/core_satellite.py,history::lottery_api/models/core_satellite.py,core_satellite_family,15,0.7775989851743675,1.0,0.998102049628845,"[-0.003204389575,0.001388203018]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
history::lottery_api/models/core_satellite.py|ticket_count=20,history::lottery_api/models/core_satellite.py,history::lottery_api/models/core_satellite.py,core_satellite_family,20,0.9672200788991235,1.0,0.998102049628845,"[-0.005272976680,0.000010973937]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
history::lottery_api/models/social_wisdom_predictor.py|ticket_count=10,history::lottery_api/models/social_wisdom_predictor.py,history::lottery_api/models/social_wisdom_predictor.py,social_wisdom_family,10,0.654432158102811,1.0,0.998102049628845,"[-0.002320987654,0.001629629630]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
history::lottery_api/models/social_wisdom_predictor.py|ticket_count=15,history::lottery_api/models/social_wisdom_predictor.py,history::lottery_api/models/social_wisdom_predictor.py,social_wisdom_family,15,0.7159413896950954,1.0,0.998102049628845,"[-0.003061728395,0.001777777778]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
history::lottery_api/models/social_wisdom_predictor.py|ticket_count=20,history::lottery_api/models/social_wisdom_predictor.py,history::lottery_api/models/social_wisdom_predictor.py,social_wisdom_family,20,0.6633876463842554,1.0,0.998102049628845,"[-0.003308641975,0.002024691358]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
history::lottery_api/models/zone_split.py|ticket_count=10,history::lottery_api/models/zone_split.py,history::lottery_api/models/zone_split.py,zone_split_family,10,0.9854497868782653,1.0,0.998102049628845,"[-0.007111111111,-0.000296296296]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
history::lottery_api/models/zone_split.py|ticket_count=15,history::lottery_api/models/zone_split.py,history::lottery_api/models/zone_split.py,zone_split_family,15,0.9816734398197273,1.0,0.998102049628845,"[-0.009185185185,-0.000148148148]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
